,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
243,"""15174""","Mollusks, scallop, mixed species, imitation, made from surimi",85.0,3.0 oz,0.068,0.178,,,,,,,,,,,0.992,,,,,,,,,,,,0.0,,,,,,,,,17,,,,,,0.264,0.027,,,,,,,,,,,0.524,,,352,,,352,,,,,,,,,,,,0.014,,1.36,0.051,,17,,,,2.01,,,,,,,,,,,,,,,0.405,0.35,,,,,56.0,84.0,,0.066,,19.0,0.438,,20.1,0,0.009,2,0.507,,240.0,,,,,,,9.03,,,,,,,,,0.721,,,,,,,,,,,,,,,,,,,
244,"""15172""","Mollusks, scallop, mixed species, raw",30.0,1.0 unit 2 large or 5 small,0.038,0.039,0.00,0.0,0.002,0.216,0.000,,5,0.001,0.00,0.105,0.222,0.000,,0.0,0.000,0.002,0.0,0.421,0.277,,,0.0,,,0,0.0,,0.161,0.0,,0.161,0,,0,,,,0.211,0.007,0.001,0.009,0.001,0.00,0.000,5,0.001,0.000,5,0.001,0.111,,0.00,87,0.001,0.002,87,0.001,0.002,0.000,24.76,0,0.0,0.31,2.0,,0,0.001,0.004,0.013,0.42,0.014,0.0,0,0.0,0.022,,0.52,0.00,0.000,0.0,,,0.002,118.0,0.000,,0.001,0.0,0.002,62.0,,0.086,0.15,0.003,0.0,,0.00,1.0,21.0,0.000,0.031,0.65,7.0,0.089,0.000,3.8,0,0.005,5,0.122,0.024,100.0,0.0,19.5,0.108,0.0,19.5,0.108,0.95,0.000,,0.0,0,0.009,0.002,,0.065,0.194,,0.000,0.0,0.114,7.0,0.009,0.056,0.0,0.001,,0.002,0.0,,,0.0,0.086,,0.0,
245,"""90560""","Mollusks, snail, raw",85.0,3.0 oz,0.307,0.214,,0.0,0.009,,0.000,,5,,,,,,,,,,,,,,,,,,0,,,,,,,26,,0,,,,1.19,0.34,,0.043,0.000,,,,,,,,,,,320,,0.048,320,,0.048,,,,,,,,,,0.102,0.101,0.42,0.22,0.1,26,0.0,0.111,,1.1,,0.000,0.0,,,,,,,,,0.014,325.0,,,,,,,,85.0,76.0,,,,,,,,0,,5,,,,0.0,55.2,,0.0,55.2,,1.7,,,0.0,,,,,,,,,0.0,,212.0,0.179,,,,,,0.0,,,,,,,
246,"""15176""","Mollusks, squid, mixed species, cooked, fried",85.0,3.0 oz,1.596,1.816,,,,,,,,,,,1.114,,,,,,,,,,,,0.0,,,,,,,,,9,,,,,,2.212,1.797,,0.586,0.085,,,,,,,,0.649,,,622,,0.054,622,,0.054,,,,,,,,,,0.389,0.138,1.05,2.337,,9,,,,1.35,,0.007,,,,,,,,,,1.248,237.0,,0.666,6.36,0.008,,,,30.0,149.0,,0.172,,221.0,0.49,,44.0,8,0.060,12,0.663,0.961,213.0,,,,,,,6.62,,,,,,,,,1.097,,,,,,2.274,0.296,,,,,,,,,,,,
247,"""15175""","Mollusks, squid, mixed species, raw",28.35,"1.0 oz, boneless",0.101,0.149,,0.0,0.006,0.311,0.000,,1,,,,0.33,,,,,,,,,,,,,,0,,,,,,,3,,0,,,,0.617,0.536,,0.016,0.001,,,,,,,,0.19,,,109,,0.010,109,,0.010,,,,,,,,,,0.117,0.041,0.37,0.03,0.0,3,0.0,0.016,,0.4,,0.002,0.0,,,,,,,,,0.001,70.0,,0.18,0.39,0.002,,,,9.0,26.0,,0.049,,66.0,0.141,,12.7,0,0.010,1,0.192,0.075,63.0,0.0,18.4,0.198,0.0,18.4,0.198,0.87,,,0.0,,,,,,0.322,,0.000,0.0,0.193,9.0,0.013,0.085,,,,,0.0,,1.3,,,,,
248,"""15178""","Mollusks, whelk, unspecified, cooked, moist heat",85.0,3.0 oz,0.053,0.039,,,,,,,,,,,2.49,,,,,,,,,,,,0.0,,,,,,,,,42,,,,,,1.696,1.751,,0.015,,,,,,,,,1.816,,,978,,0.003,978,,0.003,,,,,,,,,,0.182,0.007,15.42,0.048,,42,,,,3.4,,0.015,,,,,,,,,,0.007,590.0,,2.01,0.68,0.009,,,,138.0,234.0,,0.525,,110.0,1.29,,76.2,0,0.757,9,1.407,0.034,240.0,,,,,,,13.19,,,,,,,,,4.196,,,,,,0.010,0.830,,,,,,,,,,,,
249,"""15177""","Mollusks, whelk, unspecified, raw",85.0,3.0 oz,0.026,0.02,,0.0,0.022,1.618,0.000,,5,,,,1.245,,,,,,,,,,,,,,0,,,,,,,22,,0,,,,0.892,0.875,,0.008,0.000,,,,,,,,0.908,,,487,,0.002,487,,0.002,,,,,,,,,,0.091,0.003,7.71,0.024,0.1,22,0.0,0.291,,1.7,,0.008,0.0,,,,,,,,,0.003,295.0,,1.005,0.34,0.004,,,,74.0,116.0,,0.263,,55.0,0.645,,38.1,0,0.380,5,0.704,0.017,120.0,0.0,55.2,0.944,0.0,55.2,0.944,6.6,,,0.0,,,,,,2.098,,0.000,0.0,0.881,73.0,0.005,0.415,,,,,0.0,,3.4,,,,,
250,"""15251""","Salmon nuggets, breaded, frozen, heated",28.35,1.0 oz,0.445,0.858,,,,,0.000,,2,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.283,0.022,,0.101,0.037,,,,,,,,,,,251,,0.019,251,,0.019,,,,,,,,,,0.044,0.016,0.59,1.311,,,0.0,0.063,,0.35,,0.003,,,,,,,,,,0.672,47.0,,,,,,,,,,,,,,,,,1,0.033,3,,,,,,,,,,3.96,,,,,,,,,,,,,,,1.224,,,,,,,,,,,,,
251,"""15252""","Salmon nuggets, cooked as purchased, unheated",28.35,1.0 oz,0.424,0.812,,,,,0.000,,2,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.686,0.02,,0.096,0.035,,,,,,,,,,,224,,0.017,224,,0.017,,,,,,,,,,0.04,0.014,0.62,1.228,,,0.001,0.062,,0.34,,0.003,,,,,,,,,,0.634,46.0,,,,,,,,,,,,,,,,,1,0.030,3,,,,,,,,,,3.36,,,,,,,,,,,,,,,1.146,,,,,,,,,,,,,
252,"""15264""","Salmon, sockeye, canned, drained solids, without skin and bones",85.0,3.0 oz,1.029,1.318,,0.0,0.028,1.738,0.000,0.003,3,0.037,1.78,0.951,1.953,0.046,,,,,0.0,3.148,2.604,0.010,,0.018,,0.006,0,,,,,,,48,,0,,,,6.536,0.06,0.010,0.118,0.039,,0.003,3,0.011,0.003,3,0.011,1.204,0.003,,563,0.018,0.152,563,0.018,0.152,0.009,57.61,0,,,,0.008,0,0.019,0.182,0.371,4.71,1.636,0.1,48,0.003,0.102,0.002,1.61,,0.048,18.3,0.001,,0.203,328.0,0.003,,,,0.093,265.0,,0.917,4.99,0.210,0.009,,,159.0,134.0,0.004,0.269,,56.0,0.822,0.007,29.4,0,0.009,3,1.072,0.706,201.0,0.0,70.8,1.005,0.0,70.8,1.005,0.0,0.002,,0.0,730,0.875,0.079,,,1.407,0.0,0.008,18.3,1.239,20.0,0.884,0.607,,0.005,0.020,0.027,0.0,,,,,,,
253,"""15253""","Salmon, sockeye, canned, total can contents",85.0,3.0 oz,1.241,1.482,,0.0,0.017,1.363,0.000,0.003,3,0.048,1.60,0.745,1.531,0.059,,,,,0.0,2.468,2.041,0.014,,0.017,,0.008,0,,,,,,,33,,0,,,,5.1,0.052,0.014,0.133,0.052,,0.003,3,0.014,0.003,3,0.014,0.944,0.004,,543,0.023,0.202,543,0.023,0.202,0.012,60.41,0,,,,0.009,0,0.024,0.17,0.452,0.34,2.1,0.1,33,0.003,0.281,0.003,2.08,,0.061,16.1,0.001,,0.265,368.0,0.004,,,,0.115,280.0,,0.718,6.09,0.275,0.012,,,110.0,130.0,0.009,0.211,,57.0,0.644,0.009,25.6,0,0.020,,0.84,0.831,273.0,0.0,63.6,0.787,0.0,63.6,0.787,0.0,0.003,,0.0,647,1.122,0.1,,,1.102,,0.017,16.1,0.971,26.0,1.133,0.475,,0.007,0.022,0.035,0.0,,,,,,,
254,"""93600""","Turtle, green, raw",85.0,3.0 oz,0.108,0.145,,0.0,0.102,,0.000,,13,,,,,,,,,,,,,,,,,,0,,,,,,,26,,0,,,,0.935,0.212,,0.03,0.014,,,,,,,,,,,316,,0.002,316,,0.002,,,,,,,,,,0.128,0.020,0.85,0.075,0.1,26,0.0,0.102,,1.02,,0.000,0.0,,,,,,,,,0.028,196.0,,,,,,,,85.0,76.0,,,,,,,,0,,13,,,,0.0,55.2,,0.0,55.2,,0.0,,,0.0,,,,,,,,,0.0,,17.0,0.062,,,,,,0.0,,,,,,,
255,"""15191""","Fish, butterfish, cooked, dry heat",25.0,1.0 fillet,,,,,,,,,,,,,0.509,,,,,,,,,,,,0.0,,,,,,,,,8,,,,,,1.442,0.017,,,,,,,,,,,0.243,,,196,,,196,,,,,,,,,,,,0.048,,0.46,,,,,,,0.39,,,,,,,,,,,,,,,0.196,2.57,,,,,27.0,47.0,,0.062,,21.0,0.187,,11.7,0,0.005,4,0.255,,77.0,,,,,,,0.0,,,,,,,,,0.331,,,,,,,,,,,,,,,,,,,
256,"""15193""","Fish, cusk, cooked, dry heat",95.0,1.0 fillet,,,,,,,,,,,,,2.124,,,,,,,,,,,,0.0,,,,,,,,,20,,,,,,3.107,0.022,,,,,,,,,,,1.014,,,446,,,446,,,,,,,,,,,,0.154,,1.14,,,,,,,1.52,,,,,,,,,,,,,,,0.818,0.84,,,,,66.0,106.0,,0.259,,50.0,0.781,,44.5,0,0.018,2,1.066,,249.0,,,,,,,0.0,,,,,,,,,1.384,,,,,,,,,,,,,,,,,,,
257,"""15198""","Fish, ling, cooked, dry heat",85.0,3.0 oz,,,,,,,,,,,,,1.901,,,,,,,,,,,,0.0,,,,,,,,,30,,,,,,2.381,0.12,,,,,,,,,,,0.907,,,394,,,394,,,,,,,,,,,,0.196,,0.55,,,,,,,1.52,,,,,,,,,,,,,,,0.732,0.7,,,,,98.0,94.0,,0.232,,43.0,0.699,,39.8,0,0.032,7,0.954,,216.0,,,,,,,0.0,,,,,,,,,1.238,,,,,,,,,,,,,,,,,,,
258,"""15202""","Fish, milkfish, cooked, dry heat",85.0,3.0 oz,,,,,,,,,,,,,2.054,,,,,,,,,,,,0.0,,,,,,,,,28,,,,,,7.018,0.037,,,,,,,,,,,0.981,,,676,,,676,,,,,,,,,,,,0.059,,2.78,,,,,,,1.24,,,,,,,,,,,,,,,0.791,7.34,,,,,93.0,162.0,,0.251,,57.0,0.756,,13.8,0,0.022,15,1.031,,177.0,,,,,,,0.0,,,,,,,,,1.339,,,,,,,,,,,,,,,,,,,
259,"""15203""","Fish, monkfish, cooked, dry heat",85.0,3.0 oz,,,,,,,,,,,,,1.449,,,,,,,,,,,,0.0,,,,,,,,,12,,,,,,2.174,0.031,,,,,,,,,,,0.692,,,345,,,345,,,,,,,,,,,,0.062,,0.88,,,,,,,1.32,,,,,,,,,,,,,,,0.558,1.66,,,,,39.0,82.0,,0.177,,27.0,0.533,,39.8,0,0.026,7,0.727,,218.0,,,,,,,0.0,,,,,,,,,0.944,,,,,,,,,,,,,,,,,,,
260,"""15213""","Fish, scup, cooked, dry heat",50.0,1.0 fillet,,,,,,,,,,,,,1.111,,,,,,,,,,,,0.0,,,,,,,,,16,,,,,,2.497,0.033,,,,,,,,,,,0.53,,,282,,,282,,,,,,,,,,,,0.061,,0.81,,,,,,,0.78,,,,,,,,,,,,,,,0.428,1.75,,,,,52.0,68.0,,0.136,,34.0,0.408,,23.4,0,0.022,8,0.557,,118.0,,,,,,,0.0,,,,,,,,,0.724,,,,,,,,,,,,,,,,,,,
261,"""15215""","Fish, shad, american, cooked, dry heat",144.0,1.0 fillet,,,,,,,,,,,,,2.87,,,,,,,,,,,,0.0,,,,,,,,,52,,,,,,15.507,0.118,,,,,,,,,,,1.371,,,1518,,,1518,,,,,,,,,,,,0.444,,0.2,,,,,,,2.43,,,,,,,,,,,,,,,1.104,25.42,,,,,173.0,363.0,,0.35,,138.0,1.056,,67.4,0,0.078,24,1.44,,503.0,,,,,,,0.0,,,,,,,,,1.871,,,,,,,,,,,,,,,,,,,
262,"""15222""","Fish, turbot, european, cooked, dry heat",85.0,3.0 oz,,,,,,,,,,,,,1.607,,,,,,,,,,,,0.0,,,,,,,,,10,,,,,,2.277,0.04,,,,,,,,,,,0.767,,,434,,,434,,,,,,,,,,,,0.082,,2.16,,,,,,,2.29,,,,,,,,,,,,,,,0.619,3.21,,,,,34.0,104.0,,0.196,,53.0,0.591,,39.8,0,0.019,8,0.806,,140.0,,,,,,,0.0,,,,,,,,,1.046,,,,,,,,,,,,,,,,,,,
263,"""15225""","Fish, yellowtail, mixed species, cooked, dry heat",146.0,0.5 fillet,,,,,,,,,,,,,3.979,,,,,,,,,,,,0.0,,,,,,,,,45,,,,,,12.728,0.085,,,,,,,,,,,1.899,,,1142,,,1142,,,,,,,,,,,,0.074,,1.82,,,,,,,2.04,,,,,,,,,,,,,,,1.532,9.81,,,,,152.0,273.0,,0.485,,104.0,1.463,,68.3,0,0.028,6,1.996,,293.0,,,,,,,0.0,,,,,,,,,2.591,,,,,,,,,,,,,,,,,,,
