,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)_x",20:3 n-3 (g)_x,Lutein + zeaxanthin (µg)_x,"Fiber, total dietary (g)_y",20:3 n-3 (g)_y,Lutein + zeaxanthin (µg)_y,"Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
362,"""17093""","Veal, composite of trimmed retail cuts, separable fat, cooked",85.0,3.0 oz,27.532,2.746,,,,,,,,,,,0.66,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,2.372,0.037,,8.891,0.484,,,,,,,,0.35,,,2283,,3.094,,,,,,,,,,,,,0.102,,0.47,23.783,,0,0.221,0.093,,0.7,,,,,,,,,,,,2.261,147,,0.334,56.73,2.890,,,,0.0,546.0,,0.081,,62,0.255,,4.7,0,0.010,4,0.394,14.118,99,,,,,,,0.0,,,,,,,,,0.471,,0.076,,,,20.111,0.291,,,,,,,,,,,,
363,"""17092""","Veal, composite of trimmed retail cuts, separable fat, raw",28.35,1.0 oz,9.333,0.93,,,,,,,,,,,0.141,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,0.672,0.011,,3.016,0.164,,,,,,,,0.075,,,757,,1.049,,,,,,,,,,,,,0.023,,0.12,8.063,,0,0.074,0.043,,0.12,,,,,,,,,,,,0.765,30,,0.071,19.23,0.981,,,,0.0,181.0,,0.017,,21,0.054,,1.6,0,0.003,1,0.084,4.785,21,,,,,,,0.0,,,,,,,,,0.1,,0.026,,,,6.818,0.062,,,,,,,,,,,,
364,"""17089""","Veal, composite of trimmed retail cuts, separable lean and fat, cooked",85.0,3.0 oz,3.638,0.68,,0.0,0.051,2.036,0.000,,13,,,,2.108,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,6.774,0.097,,1.198,0.06,,,,,,,,1.118,,,822,,0.349,,,,,,,,,,,,,0.272,0.000,1.33,3.74,5.6,0,0.025,0.264,,1.02,,0.000,0.0,,,,,,,,,0.535,276,13.0,1.068,9.68,0.399,,,,0.0,196.0,,0.259,,97,0.816,,10.5,0,0.031,13,1.26,1.972,203,0.0,99.1,0.959,0.0,99.1,0.959,0.0,,,0.0,,,,,,1.504,,0.009,0.0,1.414,22.0,3.264,0.928,0.0,,,,0.0,,,,,,,
365,"""17088""","Veal, composite of trimmed retail cuts, separable lean and fat, raw",28.35,1.0 oz,0.791,0.136,,,,,0.000,,4,,,,0.452,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,2.126,0.031,,0.261,0.011,,,,,,,,0.24,,,171,,0.074,,,,,,,,,,,,,0.077,0.000,0.38,0.729,,0,0.006,0.116,,0.29,,0.000,,,,,,,,,,0.102,89,,0.229,1.92,0.082,,,,0.0,41.0,,0.056,,23,0.175,,2.4,0,0.008,4,0.27,0.420,58,,,,,,,0.0,,,,,,,,,0.323,,0.003,,,,0.627,0.199,,,,,,,,,,,,
366,"""17091""","Veal, composite of trimmed retail cuts, separable lean only, cooked",85.0,3.0 oz,1.564,0.501,,0.0,0.051,2.158,0.000,,14,,,,2.234,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,7.157,0.102,,0.535,0.025,,,,,,,,1.184,,,697,,0.102,,,,,,,,,,,,,0.289,0.000,1.40,1.998,5.6,0,0.009,0.281,,1.05,,0.000,0.0,,,,,,,,,0.383,287,13.8,1.132,5.59,0.178,,,,0.0,167.0,,0.275,,100,0.864,,11.1,0,0.032,14,1.335,0.909,212,0.0,104.5,1.017,0.0,104.5,1.017,0.0,,,0.0,,,,,,1.595,,0.000,0.0,1.499,24.0,1.793,0.984,0.0,,,,0.0,,,,,,,
367,"""17090""","Veal, composite of trimmed retail cuts, separable lean only, raw",28.35,1.0 oz,0.244,0.085,,,,,,,,,,,0.472,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,2.22,0.032,,0.085,0.003,,,,,,,,0.25,,,133,,0.011,,,,,,,,,,,,,0.079,,0.40,0.261,,0,0.000,0.122,,0.31,,,,,,,,,,,,0.06,93,,0.239,0.81,0.026,,,,0.0,32.0,,0.058,,24,0.183,,2.4,0,0.008,4,0.282,0.139,60,,,,,,,0.0,,,,,,,,,0.337,,0.000,,,,0.232,0.208,,,,,,,,,,,,
368,"""17141""","Veal, cubed for stew (leg and shoulder), separable lean only, cooked, braised",85.0,3.0 oz,1.105,0.383,,,,,,,,,,,2.447,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,7.055,0.130,,0.383,0.017,,,,,,,,1.298,,,669,,0.060,,,,,,,,,,,,,0.34,,1.42,1.181,,0,0.009,0.323,,1.61,,,,,,,,,,,,0.272,291,,1.24,3.66,0.119,,,,0.0,160.0,,0.301,,123,0.947,,12.9,0,0.034,14,1.463,0.629,203,,,,,,,0.0,,,,,,,,,1.747,,0.000,,,,1.045,1.078,,,,,,,,,,,,
369,"""17140""","Veal, cubed for stew (leg and shoulder), separable lean only, raw",28.35,1.0 oz,0.213,0.074,,,,,,,,,,,0.473,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,2.098,0.033,,0.074,0.003,,,,,,,,0.251,,,129,,0.011,,,,,,,,,,,,,0.082,,0.42,0.227,,0,0.000,0.128,,0.31,,,,,,,,,,,,0.051,94,,0.24,0.71,0.023,,,,0.0,31.0,,0.058,,24,0.183,,2.5,0,0.008,4,0.283,0.122,60,,,,,,,0.0,,,,,,,,,0.338,,0.000,,,,0.201,0.209,,,,,,,,,,,,
370,"""17432""","Veal, external fat only, cooked",85.0,3.0 oz,15.091,1.453,,0.0,0.045,1.034,,,0,,,,1.07,,,,,,,,,0.405,,0.004,,,0,,,0,,,0,,,0,0.071,12.99,0.0,3.536,0.063,0.420,4.05,0.041,,0.4,0,,,,,0.568,,,1921,1.743,1.060,,,,,,,0.06,0.667,49.0,,,,0.136,0.000,1.37,20.284,2.0,0,0.028,0.182,,0.51,0.03,0.000,3.1,0.012,,1.698,88.0,0.000,,,,1.368,129,13.0,0.542,45.25,1.698,,,,0.0,459.0,,0.132,,72,0.414,0.016,8.3,,0.037,0,0.64,9.492,143,0.0,35.6,0.487,0.0,35.6,0.487,0.0,,,0.0,121,15.956,1.103,,0.331,0.764,,0.012,3.1,0.718,22.0,17.699,0.472,,,,,0.0,,,,,,,
371,"""17431""","Veal, external fat only, raw",113.0,4.0 oz,21.563,1.843,,0.0,0.040,0.796,,,0,,,,0.824,,,,,,,,,0.458,,0.003,,,0,,,0,,,0,,,0,0.068,10.0,0.0,3.141,0.051,0.632,6.907,0.068,,0.426,0,,,,,0.437,,,2380,2.535,1.616,,,,,,,0.06,0.514,35.0,,,,0.102,0.000,1.53,28.041,3.2,0,0.037,0.174,,0.53,0.05,0.000,6.2,0.016,,1.975,101.0,0.000,,,,1.727,121,12.3,0.417,58.31,1.975,,,,0.0,568.0,,0.102,,97,0.319,0.029,5.9,,0.009,0,0.493,12.294,150,0.0,36.2,0.374,0.0,36.2,0.374,1.01,,,0.0,249,22.545,1.457,,0.294,0.588,,0.034,6.2,0.553,21.0,25.079,0.363,,,,,0.0,,,,,,,
372,"""17436""","Veal, foreshank, osso buco, separable lean and fat, cooked, braised",85.0,3.0 oz,2.305,0.387,,0.0,0.069,1.890,0.000,,3,,,,1.958,,,,,,,,,0.060,,0.000,,,0,,,0,,,0,,,0,0.12,23.75,0.0,3.171,0.099,0.064,0.732,0.009,,0.041,3,,,,,1.038,,,648,,0.142,,,,,,,0.01,1.221,19.0,,,,0.286,0.000,1.58,3.015,1.3,0,0.003,0.152,,0.8,0.00,,0.9,0.010,,,,,,,,0.314,171,22.2,0.992,6.6,0.232,,,,0.0,155.0,,0.241,,78,0.757,0.003,16.9,0,0.011,3,1.17,1.348,182,0.0,119.0,0.890,0.0,119.0,0.890,0.09,,,0.0,36,,,,,1.397,,0.003,0.9,1.313,29.0,2.682,0.863,,,,,0.0,,,,,,,
373,"""17429""","Veal, foreshank, osso buco, separable lean only, cooked, braised",85.0,3.0 oz,1.409,0.248,,0.0,0.071,1.969,0.000,,4,,,,2.04,,,,,,,,,0.037,,0.000,,,0,,,0,,,0,,,0,0.125,24.75,0.0,3.204,0.101,0.039,0.453,0.006,,0.025,4,,,,,1.081,,,558,0.139,0.087,,,,,,,,,,,,,0.297,0.000,1.60,1.865,1.2,0,0.003,0.150,,0.82,,0.000,0.7,0.007,,0.149,76.0,0.000,,,,0.201,174,22.9,1.034,3.83,0.149,,,,0.0,133.0,,0.251,,78,0.789,0.001,17.6,0,0.009,4,1.219,0.817,185,0.0,124.8,0.927,0.0,124.8,0.927,0.0,,,0.0,28,1.516,0.189,,0.408,1.456,,0.002,0.7,1.369,29.0,1.654,0.898,,,,,0.0,,,,,,,
374,"""17143""","Veal, ground, cooked, broiled",85.0,3.0 oz,2.584,0.468,,0.0,0.060,1.649,0.000,,9,,,,1.708,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,6.825,0.088,,0.858,0.043,,,,,,,,0.905,,,612,,0.238,,,,,,,,,,,,,0.23,0.000,1.08,2.414,1.0,0,0.017,0.331,,1.11,,0.000,0.0,,,,,,,,,0.357,286,10.6,0.865,6.43,0.272,,,,0.0,146.0,,0.21,,88,0.66,,11.6,0,0.030,9,1.021,1.377,184,0.0,80.8,0.777,0.0,80.8,0.777,0.0,,,0.0,,,,,,1.219,,0.009,0.0,1.145,20.0,2.083,0.752,0.0,,,,0.0,,,,,,,
375,"""17424""","Veal, ground, cooked, pan-fried",85.0,3.0 oz,3.713,0.666,,0.0,0.081,1.748,0.000,,5,,,,1.81,,,,,,,,,0.096,,0.000,,,0,,,0,,,0,,,0,0.15,21.96,0.0,6.715,0.099,0.105,1.205,0.014,,0.06,5,,,,,0.96,,,766,0.381,0.226,,,,,,,0.06,1.128,15.0,,,,0.365,0.000,3.00,4.815,1.3,0,0.009,0.432,,0.87,0.04,0.000,1.2,0.019,,0.371,124.0,0.000,,,,0.541,208,28.8,0.917,10.01,0.371,,,,0.0,183.0,,0.222,,65,0.7,0.003,15.7,0,0.008,5,1.081,2.139,196,0.0,101.7,0.823,0.0,101.7,0.823,1.28,,,0.0,47,3.907,0.509,,0.748,1.291,,0.008,1.2,1.214,29.0,4.288,0.797,,,,,0.0,,,,,,,
376,"""17142""","Veal, ground, raw",85.0,3.0 oz,4.342,0.622,,0.0,0.096,1.256,0.000,,3,,,,1.301,,,,,,,,,0.105,,0.000,,,0,,,0,,,0,,,0,0.108,15.79,0.0,4.692,0.075,0.145,1.559,0.017,,0.052,3,,,,,0.69,,,701,0.592,0.255,,,,,,,0.05,0.811,10.0,,,,0.238,0.002,1.94,5.235,1.2,0,0.008,0.379,,0.79,0.03,0.000,1.1,0.014,,0.318,88.0,0.000,,,,0.524,168,21.8,0.66,11.1,0.318,,,,0.0,167.0,,0.16,,42,0.503,0.003,11.1,0,0.007,3,0.778,2.351,167,0.0,82.0,0.592,0.0,82.0,0.592,0.0,,,0.0,43,4.162,0.491,,0.570,0.929,,0.006,1.1,0.873,26.0,4.753,0.573,,,,,0.0,,,,,,,
377,"""17095""","Veal, leg (top round), separable lean and fat, cooked, braised",85.0,3.0 oz,2.15,0.399,,0.0,0.051,2.446,0.000,,15,,,,2.533,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,8.976,0.119,,0.714,0.034,,,,,,,,1.343,,,751,,0.196,,,,,,,,,,,,,0.297,0.000,0.99,2.006,6.0,0,0.017,0.306,,1.66,,0.000,0.0,,,,,,,,,0.297,326,15.8,1.283,5.38,0.230,,,,0.0,179.0,,0.311,,114,0.98,,13.1,0,0.033,15,1.514,1.148,212,0.0,120.0,1.152,0.0,120.0,1.152,0.0,,,0.0,,,,,,1.808,,0.009,0.0,1.699,25.0,1.734,1.116,0.0,,,,0.0,,,,,,,
378,"""17096""","Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",85.0,3.0 oz,2.601,1.266,0.20,0.48,0.136,1.837,0.000,,16,,,,1.822,,17.9,0.0,,,,,,,,,0.3,,0,0.3,,0,0.3,,0,8,,0,,,,8.789,0.062,,0.833,0.119,0.14,,,,,,,0.996,,0.15,845,,0.204,3.0,1.39,0.279,,,,0.06,1.163,33.0,,,,0.297,0.000,1.05,2.882,4.3,8,0.017,0.340,0.000,1.96,0.02,0.000,0.0,,,,,,,,0.0,1.088,315,,1.06,7.8,0.255,,,,29.0,202.0,,0.241,4.67,95,0.734,0.000,14.0,7,0.115,23,1.138,1.488,212,0.0,96.2,0.914,0.0,96.2,0.914,8.42,,,0.0,,,,,,1.341,,0.000,0.0,1.285,26.0,2.584,0.813,0.1,,,,0.0,,,0.09,0.536,0.000,0.0,
379,"""17097""","Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",85.0,3.0 oz,2.686,0.493,,0.0,0.060,2.148,0.000,,13,,,,2.224,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,10.242,0.053,,0.884,0.043,,,,,,,,1.179,,,751,,0.255,,,,,,,,,,,,,0.297,0.000,1.23,2.746,4.2,0,0.017,0.416,,1.19,,0.000,0.0,,,,,,,,,0.391,361,13.8,1.127,7.1,0.289,,,,0.0,179.0,,0.273,,89,0.86,,11.4,0,0.026,13,1.329,1.445,237,0.0,104.7,1.011,0.0,104.7,1.011,0.0,,,0.0,,,,,,1.587,,0.009,0.0,1.492,26.0,2.397,0.979,0.0,,,,0.0,,,,,,,
380,"""17098""","Veal, leg (top round), separable lean and fat, cooked, roasted",85.0,3.0 oz,1.564,0.297,,0.0,0.051,1.874,0.000,,14,,,,1.94,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,8.441,0.110,,0.518,0.025,,,,,,,,1.028,,,569,,0.145,,,,,,,,,,,,,0.272,0.000,0.99,1.471,4.7,0,0.009,0.264,,1.27,,0.000,0.0,,,,,,,,,0.221,331,12.1,0.983,3.95,0.161,,,,0.0,136.0,,0.238,,88,0.751,,9.5,0,0.025,14,1.159,0.833,199,0.0,92.0,0.882,0.0,92.0,0.882,0.0,,,0.0,,,,,,1.385,,0.000,0.0,1.301,24.0,1.266,0.854,0.0,,,,0.0,,,,,,,
381,"""17094""","Veal, leg (top round), separable lean and fat, raw",113.0,4.0 oz,1.333,0.271,,0.0,0.090,1.887,0.000,,16,,,,1.954,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,10.645,0.122,,0.441,0.023,,,,,,,,1.035,,,554,,0.113,,,,,,,,,,,,,0.305,0.000,1.18,1.266,4.4,0,0.011,0.520,,1.27,,0.000,0.0,,,,,,,,,0.203,415,14.9,0.99,3.48,0.136,,,,0.0,132.0,,0.24,,88,0.756,,10.2,0,0.033,16,1.167,0.712,249,0.0,101.1,0.888,0.0,101.1,0.888,0.0,,,0.0,,,,,,1.394,,0.000,0.0,1.310,29.0,1.096,0.860,0.0,,,,0.0,,,,,,,
382,"""17100""","Veal, leg (top round), separable lean only, cooked, braised",85.0,3.0 oz,1.632,0.349,,,,,,,,,,,2.571,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,9.112,0.121,,0.544,0.025,,,,,,,,1.363,,,722,,0.136,,,,,,,,,,,,,0.306,,1.01,1.564,,0,0.009,0.315,,1.67,,,,,,,,,,,,0.255,329,,1.303,4.33,0.170,,,,0.0,173.0,,0.316,,115,0.994,,13.3,0,0.034,15,1.537,0.884,214,,,,,,,0.0,,,,,,,,,1.835,,0.000,,,,1.36,1.132,,,,,,,,,,,,
383,"""17101""","Veal, leg (top round), separable lean only, cooked, pan-fried, breaded",85.0,3.0 oz,1.36,1.148,0.20,0.48,0.136,1.912,0.000,,17,,,,1.9,,,0.0,,,,,,,,,0.2,,0,0.2,,0,0.2,,0,8,,0,,,,9.18,0.063,,0.433,0.093,0.14,,,,,,,1.038,,0.15,768,,0.060,3.0,1.39,0.289,,,,0.06,1.211,33.0,,,,0.306,0.000,1.09,1.836,4.3,8,0.009,0.357,0.000,1.99,0.02,0.000,0.0,,,,,,,,0.0,0.994,326,,1.1,5.33,0.128,,,,29.0,184.0,,0.251,4.67,96,0.764,0.000,11.5,7,0.116,24,1.185,0.850,219,0.0,100.2,0.949,0.0,100.2,0.949,8.36,,,0.0,,,,,,1.397,,0.000,0.0,1.337,27.0,1.7,0.847,0.0,,,,0.0,,,0.09,0.558,0.000,0.0,
384,"""17102""","Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",85.0,3.0 oz,1.097,0.349,,0.0,0.060,2.244,0.000,,14,,,,2.324,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,10.744,0.054,,0.374,0.017,,,,,,,,1.232,,,651,,0.076,,,,,,,,,,,,,0.315,0.000,1.28,1.403,4.2,0,0.009,0.433,,1.22,,0.000,0.0,,,,,,,,,0.272,376,14.4,1.177,3.93,0.128,,,,0.0,156.0,,0.286,,91,0.899,,8.8,0,0.027,14,1.389,0.637,246,0.0,109.1,1.057,0.0,109.1,1.057,0.0,,,0.0,,,,,,1.658,,0.000,0.0,1.559,27.0,1.258,1.023,0.0,,,,0.0,,,,,,,
385,"""17103""","Veal, leg (top round), separable lean only, cooked, roasted",85.0,3.0 oz,1.037,0.246,,,,,0.000,,14,,,,1.966,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,8.568,0.111,,0.349,0.017,,,,,,,,1.042,,,534,,0.076,,,,,,,,,,,,,0.281,,1.00,1.011,,0,0.009,0.264,,1.27,,0.000,,,,,,,,,,0.178,334,,0.996,2.88,0.111,,,,0.0,128.0,,0.241,,88,0.761,,10.1,0,0.026,14,1.175,0.561,201,,,,,,,0.0,,,,,,,,,1.403,,0.000,,,,0.884,0.866,,,,,,,,,,,,
386,"""17099""","Veal, leg (top round), separable lean only, raw",113.0,4.0 oz,0.599,0.203,,,,,,,,,,,1.982,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,10.803,0.124,,0.203,0.011,,,,,,,,1.051,,,506,,0.034,,,,,,,,,,,,,0.316,,1.19,0.633,,0,0.000,0.531,,1.29,,,,,,,,,,,,0.147,420,,1.005,1.99,0.068,,,,0.0,121.0,,0.243,,88,0.767,,10.3,0,0.033,16,1.184,0.339,252,,,,,,,0.0,,,,,,,,,1.415,,0.000,,,,0.565,0.873,,,,,,,,,,,,
387,"""17425""","Veal, leg, top round, cap off, cutlet, boneless, cooked, grilled",85.0,3.0 oz,0.86,0.108,,0.0,0.079,2.157,0.000,,7,,,,2.234,,,,,,,,,0.020,,0.000,,,0,,,0,,,0,,,0,0.137,27.11,0.0,8.585,0.095,0.025,0.286,0.003,,0.014,7,,,,,1.184,,,538,0.097,0.057,,,,,,,0.03,1.393,5.0,,,,0.399,0.001,2.31,1.083,1.1,0,0.002,0.647,,1.23,0.00,,0.5,0.003,,0.079,75.0,0.000,,,,0.091,275,24.8,1.132,2.24,0.079,,,,0.0,128.0,,0.275,,61,0.864,0.001,18.4,0,0.014,7,1.335,0.486,235,0.0,135.9,1.016,0.0,135.9,1.016,0.0,,,0.0,20,0.869,0.083,,0.552,1.595,,0.001,0.5,1.499,32.0,0.965,0.984,,,,,0.0,,,,,,,
388,"""17426""","Veal, leg, top round, cap off, cutlet, boneless, raw",113.0,4.0 oz,0.91,0.121,,0.0,0.113,1.985,0.000,,5,,,,2.055,,,,,,,,,0.021,,0.000,,,0,,,0,,,0,,,0,0.125,24.94,0.0,10.486,0.101,0.027,0.306,0.003,,0.012,5,,,,,1.089,,,505,0.102,0.058,,,,,,,0.0,1.281,5.0,,,,0.384,0.000,2.35,1.114,1.2,0,0.001,0.677,,1.23,0.02,0.000,0.7,0.002,,0.078,97.0,0.000,,,,0.102,308,32.1,1.042,2.34,0.078,,,,0.0,121.0,,0.252,,63,0.796,0.001,18.1,0,0.019,5,1.228,0.513,240,0.0,135.6,0.935,0.0,135.6,0.935,0.0,,,0.0,26,0.898,0.094,,0.655,1.467,,0.001,0.7,1.379,34.0,1.0,0.905,,,,,0.0,,,,,,,
389,"""17437""","Veal, loin, chop, separable lean and fat, cooked, grilled",85.0,3.0 oz,2.871,0.395,,0.0,0.058,1.896,0.000,,5,,,,1.964,,,,,,,,,0.071,,0.000,,,0,,,0,,,0,,,0,0.121,23.83,0.0,6.361,0.101,0.083,0.904,0.01,,0.049,5,,,,,1.041,,,705,,0.182,,,,,,,0.01,1.225,14.0,,,,0.265,0.000,2.34,3.609,1.3,0,0.005,0.544,,0.88,0.00,,0.9,0.009,,,,,,,,0.334,195,22.3,0.995,8.06,0.264,,,,0.0,168.0,,0.241,,67,0.76,0.003,20.7,0,0.013,5,1.174,1.682,177,0.0,118.2,0.893,0.0,118.2,0.893,0.14,,,0.0,38,,,,,1.402,,0.003,0.9,1.317,27.0,3.218,0.865,,,,,0.0,,,,,,,
390,"""17427""","Veal, loin, chop, separable lean only, cooked, grilled",85.0,3.0 oz,1.481,0.218,,0.0,0.060,2.013,0.000,,6,,,,2.084,,,,,,,,,0.035,,0.000,,,0,,,0,,,0,,,0,0.128,25.29,0.0,6.749,0.105,0.045,0.505,0.006,,0.018,6,,,,,1.105,,,566,0.160,0.091,,,,,,,0.0,1.300,11.0,,,,0.281,0.000,2.46,1.765,1.1,0,0.003,0.587,,0.93,0.00,,0.7,0.006,,0.119,72.0,0.000,,,,0.181,203,23.3,1.056,3.77,0.119,,,,0.0,135.0,,0.256,,66,0.807,0.001,22.2,0,0.010,6,1.245,0.829,182,0.0,127.5,0.948,0.0,127.5,0.948,0.06,,,0.0,27,1.433,0.169,,0.468,1.488,,0.002,0.7,1.398,28.0,1.593,0.918,,,,,0.0,,,,,,,
391,"""17105""","Veal, loin, separable lean and fat, cooked, braised",85.0,3.0 oz,5.721,0.986,,0.0,0.034,2.043,0.000,,12,,,,2.114,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,7.675,0.077,,1.887,0.093,,,,,,,,1.121,,,1010,,0.561,,,,,,,,,,,,,0.255,0.000,1.03,5.721,6.0,0,0.043,0.221,,0.94,,0.000,0.0,,,,,,,,,0.774,238,12.8,1.071,14.63,0.620,,,,0.0,241.0,,0.26,,100,0.818,,11.2,0,0.029,12,1.264,3.068,187,0.0,96.7,0.961,0.0,96.7,0.961,0.0,,,0.0,,,,,,1.509,,0.009,0.0,1.418,20.0,4.964,0.932,0.0,,,,0.0,,,,,,,
392,"""17106""","Veal, loin, separable lean and fat, cooked, roasted",85.0,3.0 oz,4.471,0.689,,0.0,0.043,1.678,0.000,,13,,,,1.737,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,7.531,0.093,,1.471,0.076,,,,,,,,0.921,,,772,,0.442,,,,,,,,,,,,,0.238,0.000,1.05,4.063,4.7,0,0.034,0.289,,1.17,,0.000,0.0,,,,,,,,,0.527,276,11.1,0.88,10.47,0.476,,,,0.0,184.0,,0.213,,88,0.672,,9.3,0,0.025,13,1.038,2.346,180,0.0,84.7,0.790,0.0,84.7,0.790,0.0,,,0.0,,,,,,1.24,,0.009,0.0,1.165,21.0,3.485,0.765,0.0,,,,0.0,,,,,,,
393,"""17104""","Veal, loin, separable lean and fat, raw",113.0,4.0 oz,4.076,0.457,,0.0,0.088,1.805,0.000,,3,,,,1.869,,,,,,,,,0.097,,0.001,,,0,,,0,,,0,,,0,0.115,22.68,0.0,7.477,0.093,0.120,1.289,0.014,,0.084,3,,,,,0.991,,,836,,0.286,,,,,,,0.06,1.165,16.0,,,,0.316,0.001,2.78,5.433,1.5,0,0.008,0.683,,1.08,0.00,,1.9,0.008,,,,,,,,0.405,272,24.2,0.947,11.38,0.393,,,,0.0,200.0,,0.229,,67,0.723,0.005,18.3,0,0.015,3,1.116,2.354,251,0.0,111.8,0.850,0.0,111.8,0.850,0.08,,,0.0,78,,,,,1.333,,0.006,1.9,1.253,49.0,4.842,0.824,0.0,,,,0.0,,,,,,,
394,"""17108""","Veal, loin, separable lean only, cooked, braised",85.0,3.0 oz,2.167,0.697,,0.0,0.043,2.271,0.000,,13,,,,2.351,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,8.543,0.084,,0.74,0.034,,,,,,,,1.246,,,804,,0.145,,,,,,,,,,,,,0.289,0.000,1.12,2.78,6.0,0,0.017,0.238,,0.98,,0.000,0.0,,,,,,,,,0.535,252,14.0,1.191,7.78,0.246,,,,0.0,192.0,,0.289,,106,0.909,,12.2,0,0.032,13,1.405,1.266,201,0.0,106.6,1.069,0.0,106.6,1.069,0.0,,,0.0,,,,,,1.678,,0.000,0.0,1.577,23.0,2.499,1.035,0.0,,,,0.0,,,,,,,
