,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
34,"""07961""","Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",12.0,1.0 slice,0.068,0.054,0.00,0.09,0.006,0.177,0.000,0.001,1,0.002,0.04,0.083,0.196,0.000,,0.0,0.001,0.002,0.0,0.340,0.204,0.0,,0.001,,,0,,,,,,,0,,0,,,,1.087,0.002,0.000,0.015,0.002,0.04,0.0,1,0.001,0.0,1,0.001,0.098,,0.00,49,0.001,0.001,,,,0.0,8.94,0.0,0.01,0.095,1.0,,0.0,0.0,0.009,0.000,0.02,0.089,0.0,0,0.0,0.053,,0.4,0.00,,,,,0.011,124.0,0.0,,0.000,0.0,0.043,43.0,1.6,0.084,0.22,0.011,0.0,,0.05,1,12,0.000,0.023,,6.0,0.078,0.000,1.6,0,0.002,1,0.099,0.048,31.0,0.00,5.3,0.087,0.00,5.3,0.087,0.35,0.000,,0.0,0,0.075,0.042,,0.117,0.145,,0.003,0.0,0.101,3.0,0.075,0.062,,0.001,0.006,0.001,0.0,,,0.0,0.059,0.000,0.0,
35,"""07932""","Chicken breast, fat-free, mesquite flavor, sliced",42.0,1.0 serving 2 slices,0.055,0.025,,0.08,0.006,0.504,0.000,,0,,,,0.561,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.152,0.097,,0.021,0.000,,,,,,,,0.288,,,140,,0.004,0.0,0.13,0.096,,,,,,,,,,0.01,,0.03,0.067,,0,0.0,0.050,,1.61,,0.000,,,,,,,,,,0.025,133.0,,0.371,0.16,0.008,,,,0,34,,0.077,,15.0,0.221,,2.6,0,0.014,0,0.341,0.046,108.0,,,,,,,0.94,,,0.0,,,,,,0.452,,0.000,,,,0.059,0.201,,,,,0.0,,,,,,,
36,"""07933""","Chicken breast, oven-roasted, fat-free, sliced",42.0,1.0 serving 2 slices,0.055,0.031,,0.04,0.008,0.504,0.000,,0,,,,0.561,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.44,0.014,,0.013,0.001,,,,,,,,0.288,,,139,,0.002,,,,,,,,,,,,,0.012,0.000,0.04,0.051,,0,0.0,0.063,,1.65,,0.000,,,,,,,,,,0.025,28.0,,0.371,0.16,0.006,,,,0,33,,0.077,,15.0,0.221,,3.2,0,0.018,0,0.341,0.037,25.0,,,,,,,0.91,,,0.0,,,,,,0.452,,0.000,,,,0.043,0.201,,,,,0.0,,,,,,,
37,"""07935""","Chicken breast, roll, oven-roasted",56.0,1.0 serving 2 oz,1.389,0.815,,0.24,0.024,0.587,0.000,,2,,,,0.654,,,,,,,,,,,,,,0,,,,,,,,,0,,,,3.66,0.039,,0.258,0.032,,,,,,,,0.334,,,315,,0.041,0.0,0.18,0.111,,,,0.01,0.579,3.0,,,,0.035,0.008,0.13,1.577,0.3,0,0.004,0.167,,1.67,,0.000,,,,,,,,,,0.742,181.0,,0.42,4.28,0.222,,,,0,75,,0.09,,22.0,0.258,,6.6,0,0.010,2,0.398,1.049,68.0,,,,,,,1.0,,,0.0,,,,,,0.52,,0.000,,,,1.306,0.235,,,,,0.0,,,,,,,
38,"""07018""",Chicken spread,56.0,1.0 serving (1 serving),1.809,1.316,,0.26,0.005,0.720,0.000,,2,,,,0.805,,,,,,,,,,,,0.2,,0,,,,,,,17,,0,,,,1.539,0.022,,0.403,0.067,,,,,,,,0.409,,,371,,0.056,0.0,0.49,0.133,,,,,,,,,,0.064,0.000,0.07,2.688,,17,0.0,0.084,,1.66,,0.000,,,,,,,,,,1.249,59.0,,0.486,9.83,0.353,,,,55,88,,0.11,,31.0,0.318,,6.0,0,0.007,2,0.492,1.350,50.0,,,,,,,2.27,,,0.0,,,,,,0.626,,0.000,,,,2.274,0.290,,,,,0.0,,,,,,,
39,"""07020""","Corned beef loaf, jellied",28.0,"1.0 slice (1 oz) (4"" x 4"" x 3/32"" thick)",0.728,0.090,,,,,0.000,,2,,,,0.493,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.493,0.017,,0.277,0.022,,,,,,,,0.25,,,179,,0.048,,,,,,,,,,,,,0.031,0.000,0.36,0.75,,0,0.008,0.034,,0.84,,0.000,,,,,,,,,,0.067,28.0,,0.421,1.71,0.112,,,,0,43,,0.046,,13.0,0.172,,4.8,0,0.009,2,0.241,0.353,20.0,,,,,,,0.0,,,,,,,,,0.444,,0.006,,,,0.638,0.168,,,,,,,,,,,,
40,"""07021""","Dutch brand loaf, chicken, pork and beef",38.0,1.0 slice,3.346,1.129,0.04,0.34,0.051,0.538,0.000,,4,,,,0.586,,1.8,,,,,,,,,,0.1,,0,,,,,,,13,,0,0.034,4.56,0.0,1.286,0.026,,0.933,0.244,0.18,,,,,,,0.289,,0.12,434,,0.250,1.0,0.06,0.09,,,,0.0,0.404,3.0,,,,0.051,0.002,0.34,4.23,0.5,13,0.026,0.090,,1.17,0.00,,,,,,,,,0.003,0.0,0.848,80.0,2.0,0.318,8.71,0.435,,,,42,104,,0.065,,23.0,0.226,,7.0,0,0.015,4,0.324,2.111,45.0,0.00,24.7,0.269,0.00,24.7,0.269,1.49,,,0.0,,,,,,0.447,,0.026,0.0,0.349,6.0,3.761,0.229,0.0,,,,0.0,,0.5,,,,0.0,
41,"""07945""","Frankfurter, beef, heated",48.0,1.0 frankfurter,5.565,0.388,0.00,0.61,0.008,0.496,0.000,,5,,,,0.527,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.877,0.023,,1.74,0.040,0.50,,,,,,,0.259,,0.10,646,,0.450,,,,,,,,,,,,,0.024,0.000,0.69,6.107,0.9,0,0.021,0.093,,1.34,,0.000,,,,,,,,,0.0,0.333,121.0,2.6,0.237,14.09,0.490,,,,0,155,,0.06,,28.0,0.205,,5.2,0,0.008,5,0.29,1.582,67.0,0.00,24.4,0.225,0.00,24.4,0.225,1.28,,,0.0,18,,,,,0.378,,0.000,0.5,0.303,4.0,5.438,0.181,,,,,0.0,,,,,,0.0,
42,"""42179""","Frankfurter, beef, low fat",57.0,1.0 frankfurter,0.87,0.133,,0.48,0.029,,0.000,,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.311,0.037,,0.279,0.000,,,,,,,,,,,333,,0.064,,,,,,,,,,,,,0.057,0.000,0.8,2.169,1.0,0,0.0,0.057,,1.77,,0.000,,,,,,,,,,0.133,74.0,2.7,,,,,,,0,80,,,,,,,,0,,2,,,,0.00,25.1,,0.00,25.1,,0.91,,,0.0,14,,,,,,,,0.3,,6.0,1.948,,,,,,0.0,,0.6,,,,,
43,"""07905""","Frankfurter, beef, pork, and turkey, fat free",57.0,1.0 frank 1 NLEA serving,0.285,0.199,,0.0,0.092,,0.000,,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.976,0.067,,0.0,,,,,,,,,,,,260,,0.000,,,,,,,,,,,,,0.088,0.000,0.6,0.422,1.0,0,0.0,0.103,,1.82,,0.000,,,,,,,,,,0.0,125.0,3.8,,,,,,,0,62,,,,,,,,0,,3,,,,0.00,42.7,,0.00,42.7,,6.39,,,0.0,1,,,,,,,,0.1,,8.0,0.0,,,,,,0.0,,13.7,,,,,
44,"""07022""","Frankfurter, beef, unheated",49.0,1.0 hot dog,5.615,0.538,0.00,0.57,0.016,,0.000,0.004,0,0.037,0.24,,,,,0.0,0.706,0.055,0.0,,,0.126,,0.004,,0.001,0,,,,,,,1,,0,,,,1.087,0.022,0.176,1.81,0.040,0.52,0.129,0,0.011,0.129,0,0.011,,,,646,0.749,0.415,,,,0.065,26.69,0.0,0.08,,7.0,0.043,0.0,0.069,0.074,0.002,0.47,6.64,0.9,1,0.009,0.062,0.003,1.35,0.00,0.027,,,,0.474,424.0,0.002,,0.006,0.0,0.454,178.0,,,,,0.064,,0.00,5,154,0.002,,,,,,,,0.014,0,,,,0.00,15.6,,0.00,15.6,,1.46,0.000,,0.0,18,5.078,0.305,,0.126,,,,0.4,,5.0,5.784,,,0.01,0.014,0.813,0.0,,,0.0,,0.002,0.0,0.085
45,"""07024""","Frankfurter, chicken",85.0,3.0 oz,3.278,3.292,,2.53,0.048,0.870,0.000,,3,0.277,0.19,0.436,0.931,0.100,,,,,0.0,1.754,1.124,0.0,,0.023,,,0,21.3,,0.767,21.3,,0.767,,,0,0.121,13.18,0.0,3.984,0.066,0.016,0.657,0.303,,0.022,8,0.000,0.022,8,0.000,0.49,0.025,,793,0.082,0.071,,,,0.043,53.12,0.0,,,,,,,0.218,0.003,0.46,5.042,,0,0.005,0.275,0.000,2.6,,0.100,,,,,,,,,,2.909,172.0,4.9,0.587,13.76,0.614,,,,0,190,,0.088,,82.0,0.332,0.007,19.6,3,0.050,6,0.388,2.511,138.0,0.00,42.9,0.517,0.00,42.9,0.517,2.33,,0.043,0.0,18,4.166,2.865,,0.901,0.758,,0.000,0.4,0.456,17.0,4.249,0.308,0.0,,,,0.0,,,,,,,
46,"""43507""","Frankfurter, low sodium",57.0,1.0 frankfurter,6.862,0.786,,0.0,0.029,,0.000,,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.379,0.034,,2.255,0.154,,,,,,,,,,,744,,0.535,,,,,,,,,,,,,0.057,0.000,0.88,7.755,0.2,0,0.034,0.068,,0.56,,0.000,,,,,,,,,,0.632,95.0,2.1,,,,,,,0,178,,,,,,,,0,,2,,,,0.00,23.5,,0.00,23.5,,1.03,,,0.0,21,,,,,,,,0.5,,2.0,6.827,,,,,,0.0,,,,,,,
47,"""07950""","Frankfurter, meat",52.0,1.0 serving (1 hot dog),3.986,2.290,,,,,0.000,,3,,,,0.501,,,,,,,,,,,,0.0,,,,,,,,,,,0,,,,1.386,0.05,,1.073,0.076,,,,,,,,0.246,,,630,,0.139,,,,,,,,,,,,,0.063,0.000,0.82,5.921,,0,0.019,0.086,,1.82,,0.054,,,,,,,,,,2.16,79.0,,0.226,13.4,0.582,,,,0,151,,0.058,,40.0,0.196,,6.5,0,0.023,3,0.276,2.718,107.0,,,,,,,2.17,,,,,,,,,0.359,,0.037,,,,5.186,0.172,,,,,0.0,,,,,,,
48,"""07963""","Frankfurter, meat and poultry, cooked, boiled",50.0,1.0 frankfurter,4.108,2.856,0.00,1.35,0.022,0.390,0.000,0.017,4,0.127,0.23,0.190,0.38,0.005,,0.0,0.088,0.091,0.0,0.754,0.456,0.029,,0.054,,0.008,0,,,,,,,16,,0,0.120,5.16,0.0,1.336,0.02,0.040,1.116,0.131,1.21,0.018,4,0.025,0.018,4,0.025,0.185,0.004,0.14,622,0.096,0.141,,,,0.023,27.58,0.0,0.09,0.346,54.0,0.007,0.0,0.013,0.072,0.002,0.34,5.38,0.8,16,0.013,0.034,0.006,1.65,0.01,,0.3,0.001,,0.399,457.0,0.0,,0.009,0.0,2.557,162.0,2.0,0.365,13.14,0.406,0.023,,0.00,52,149,0.000,0.056,,42.0,0.15,0.018,6.7,0,0.010,3,0.211,2.750,90.0,0.00,27.1,0.214,0.00,27.1,0.214,2.48,0.000,,0.0,13,4.743,2.513,,0.276,0.334,,0.009,0.3,0.241,6.0,4.831,0.148,,0.017,0.057,0.118,0.0,0.01,9.7,0.01,0.124,0.001,0.0,0.021
49,"""07964""","Frankfurter, meat and poultry, cooked, grilled",48.0,1.0 frankfurter,3.945,2.823,0.00,1.37,0.024,0.387,0.000,0.017,4,0.122,0.22,0.189,0.377,0.005,,0.0,0.084,0.087,0.0,0.750,0.453,0.028,,0.054,,0.007,0,17.1,0.02,0.322,17.1,0.02,0.322,15,,0,0.120,5.12,0.0,1.468,0.021,0.038,1.073,0.127,1.22,0.016,4,0.024,0.016,4,0.024,0.184,0.004,0.14,606,0.090,0.136,,,,0.024,25.87,0.0,0.1,0.345,57.0,0.006,0.0,0.013,0.074,0.002,0.32,5.147,0.1,15,0.013,0.027,0.006,1.8,0.00,0.005,0.3,0.001,,0.375,518.0,0.0,,0.008,0.0,2.528,186.0,2.1,0.363,12.69,0.381,0.024,,0.00,51,145,0.000,0.056,,41.0,0.15,0.018,6.3,0,0.010,4,0.21,2.636,92.0,0.00,27.0,0.213,0.00,27.0,0.213,2.52,0.000,,0.0,13,4.545,2.484,,0.279,0.332,0.0,0.010,0.3,0.239,6.0,4.629,0.147,0.0,0.016,0.058,0.114,0.0,,9.2,0.03,0.123,0.001,0.0,0.021
50,"""42280""","Frankfurter, meat and poultry, low fat",143.0,"1.0 cup, sliced",1.387,0.515,,0.0,0.429,,0.000,,4,,,,,,,,,,,,,,,,0.1,,0,,,,,,,1,,0,,,,4.519,0.09,,0.456,0.037,,,,,,,,,,,722,,0.056,,,,,,,,,,,,,0.243,0.000,0.77,1.702,0.4,1,0.009,0.386,,4.86,,0.000,,,,,,,,,,0.436,373.0,9.6,,,,,,,4,173,,,,,,,,0,,4,,,,0.00,108.7,,0.00,108.7,,12.01,,,0.0,6,,,,,,,,0.1,,26.0,1.421,,,,,,0.0,,0.6,,,,,
51,"""07962""","Frankfurter, meat and poultry, unheated",51.0,1.0 frankfurter,3.867,2.747,0.00,1.4,0.024,0.375,0.000,0.016,3,0.121,0.22,0.183,0.366,0.005,,0.0,0.080,0.086,0.0,0.728,0.439,0.028,,0.053,,0.007,0,14.6,0.01,0.312,14.6,0.01,0.312,16,,0,0.116,4.96,0.0,1.435,0.021,0.038,1.055,0.125,1.25,0.017,3,0.023,0.017,3,0.023,0.178,0.004,0.15,590,0.086,0.134,,,,0.021,29.37,0.0,0.11,0.335,54.0,0.006,0.0,0.013,0.074,0.002,0.36,5.064,0.1,16,0.012,0.032,0.006,1.78,0.00,0.005,0.4,0.001,,0.37,498.0,0.0,,0.008,0.0,2.458,183.0,2.0,0.353,12.33,0.376,0.021,,0.00,52,141,0.001,0.054,,40.0,0.145,0.017,6.3,0,0.009,3,0.204,2.582,89.0,0.00,25.6,0.207,0.00,25.6,0.207,2.56,0.000,,0.0,14,4.472,2.418,,0.283,0.322,0.0,0.010,0.4,0.232,6.0,4.551,0.143,0.0,0.016,0.055,0.107,0.0,,11.5,0.02,0.120,0.001,0.0,0.019
52,"""07949""","Frankfurter, meat, heated",52.0,1.0 serving (1 hot dog),3.754,2.061,,,,,0.000,,3,,,,0.477,,,,,,,,,,,,0.0,,,,,,,,,,,0,,,,1.38,0.079,,0.985,0.067,,,,,,,,0.235,,,604,,0.122,,,,,,,,,,,,,0.062,0.000,0.82,5.586,,0,0.018,0.086,,1.66,,0.053,,,,,,,,,,1.942,73.0,,0.215,12.64,0.603,,,,0,145,,0.055,,38.0,0.186,,6.5,0,0.027,3,0.263,2.595,110.0,,,,,,,2.55,,,,,,,,,0.343,,0.035,,,,4.838,0.164,,,,,0.0,,,,,,,
53,"""07939""","Frankfurter, pork",76.0,1.0 link,6.626,1.697,,0.0,0.451,0.761,,,,,,,0.853,,,,,,,,,,,,0.1,,0,,,,,,,60,,0,,,,2.107,0.056,,2.269,0.115,,,,,,,,0.426,,,857,,0.155,1.0,2.81,0.118,,,,,,,,,,0.136,0.000,0.37,8.276,,60,0.002,0.245,,2.55,,0.000,,,,,,,,,,1.486,201.0,,0.458,18.0,0.309,,,,200,204,,0.114,,50.0,0.321,,21.1,0,0.012,2,0.434,4.132,130.0,,,,,,,0.21,,,0.0,,,,,,0.619,,0.001,,,,7.699,0.357,,,,,0.0,,1.5,,,,,
54,"""07025""","Frankfurter, turkey",28.35,1.0 oz,1.142,1.120,0.00,0.34,0.010,0.330,0.000,,2,0.055,0.18,0.168,0.351,0.009,,,,,0.0,0.680,0.412,0.0,,0.006,,,0,8.8,,0.265,8.8,,0.265,,,0,0.033,3.47,0.0,1.043,0.02,0.013,0.314,0.055,0.29,0.004,3,0.000,0.004,3,0.000,0.194,0.000,0.05,265,0.165,0.040,0.0,0.42,0.03,0.059,17.86,0.0,,,,,,,0.051,0.000,0.23,1.626,,0,0.002,0.041,0.000,1.04,,0.009,,,,,,,,,0.0,1.05,111.0,1.3,0.198,4.9,0.094,,,,0,63,,0.032,,22.0,0.144,0.002,4.3,0,0.009,3,0.153,0.765,49.0,0.00,13.7,0.189,0.00,13.7,0.189,1.08,,0.059,0.0,7,1.342,0.991,,0.159,0.264,,0.000,0.2,0.166,4.0,1.506,0.154,0.0,,,,0.0,,,,,,0.0,
55,"""07032""",Ham and cheese loaf or roll,28.0,"1.0 slice (1 oz) (4"" x 4"" x 3/32"" thick)",1.95,0.566,,0.0,0.168,0.379,0.000,,1,,,,0.422,,10.2,,,,,,,,,,,,0,,,,,,,,,0,,,,0.967,0.022,,0.613,0.070,,,,,,,,0.201,,,283,,0.109,0.0,0.25,0.066,,,,,,,,,,0.052,0.000,0.23,2.405,,0,0.021,0.073,,0.95,,0.000,,,,,,,,,,0.496,82.0,1.8,0.22,5.24,0.187,,,,0,67,,0.058,,16.0,0.157,,9.7,0,,1,0.211,1.187,71.0,0.00,18.6,0.188,0.00,18.6,0.188,1.12,,,0.0,12,,,,,0.313,,0.021,0.3,0.225,4.0,2.218,0.190,,,,,0.0,,,,,,,
56,"""07033""",Ham and cheese spread,15.0,1.0 tbsp,1.293,0.207,,,,,0.000,,0,,,,0.221,,,,,,,,,,,,0.0,,,,,,,,,14,,,,,,0.323,0.013,,0.317,0.022,,,,,,,,0.102,,,154,,0.167,0.0,0.11,0.038,,,,,,,,,,0.033,0.000,0.11,1.062,,14,0.054,0.020,,0.58,,0.000,,,,,,,,,,0.184,24.0,,0.203,2.78,0.116,,,,46,37,,0.056,,9.0,0.1,,5.0,0,0.005,0,0.116,0.674,74.0,,,,,,,0.34,,,,,,,,,0.134,,0.042,,,,0.946,0.090,,,,,,,,,,,,
57,"""07031""",Ham salad spread,15.0,1.0 tbsp,0.757,0.403,,0.0,0.065,0.109,0.000,,0,,,,0.116,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.314,0.011,,0.251,0.049,,,,,,,,0.061,,,136,,0.024,0.0,0.09,0.008,,,,,,,,,,0.018,0.000,0.11,1.076,,0,0.002,0.022,,0.38,,0.000,0.1,,,,,,,,,0.354,22.0,1.0,0.06,2.33,0.070,,,,0,32,,0.013,,6.0,0.042,,2.7,0,0.002,0,0.06,0.478,18.0,0.00,10.3,0.056,0.00,10.3,0.056,1.6,,,0.0,4,,,,,0.089,,0.003,0.1,0.067,2.0,1.005,0.052,,,,,0.0,,,,,,,
58,"""07026""","Ham, chopped, canned",28.35,1.0 oz,1.783,0.584,,0.0,0.152,0.354,0.000,,0,,,,0.391,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.907,0.014,,0.564,0.057,,,,,,,,0.203,,,284,,0.068,0.0,0.27,0.054,,,,,,,,,,0.047,0.000,0.2,2.597,,0,0.003,0.091,,1.16,,0.000,0.2,,,,,,,,,0.527,81.0,1.8,0.194,5.34,0.190,,,,0,68,,0.052,,14.0,0.149,,5.3,0,0.007,0,0.196,1.140,39.0,0.00,18.3,0.178,0.00,18.3,0.178,0.07,,,0.0,7,,,,,0.283,,0.009,0.2,0.204,4.0,2.407,0.181,,,,,0.0,,0.6,,,,,
59,"""07027""","Ham, chopped, not canned",28.0,"1.0 slice (1 oz) (4"" x 4"" x 3/32"" thick)",1.708,0.591,,1.4,0.177,,0.000,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.086,0.017,,0.507,0.084,,,,,,,,,,,259,,0.064,,,,,,,,,,,,,0.057,0.000,0.26,2.296,,0,0.006,0.098,,1.04,,0.000,0.2,,,,,,,,,0.507,89.0,2.1,,,,,,,0,62,,,,,,,,0,,0,,,,0.00,21.6,,0.00,21.6,,0.0,,,0.0,8,,,,,,,,0.2,,4.0,2.108,,,,,,0.0,,,,,,,
60,"""07938""","Ham, honey, smoked, cooked",55.0,1.0 oz (1 serving),0.479,0.127,,0.0,0.221,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.252,0.023,,0.136,0.004,,,,,,,,,,,281,,0.022,,,,,,,,,,,,,0.056,,0.21,0.682,,0,0.0,0.127,,1.37,,,,,,,,,,,,0.123,91.0,,,,,,,,0,67,,,,,,,,0,0.015,1,,,,,,,,,,4.0,,,0.0,,,,,,,,,,,,0.641,,,,,,0.0,,0.3,,,,,
61,"""07030""","Ham, minced",28.35,1.0 oz,2.036,0.700,,0.0,0.202,0.357,0.000,,0,,,,0.387,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.18,0.023,,0.683,0.088,,,,,,,,0.208,,,312,,0.079,0.0,0.22,0.054,,,,,,,,,,0.054,0.000,0.27,2.716,,0,0.009,0.074,,1.09,,0.000,0.2,,,,,,,,,0.612,88.0,1.9,0.202,5.86,0.207,,,,0,75,,0.044,,20.0,0.152,,5.7,0,0.009,0,0.198,1.253,45.0,0.00,19.7,0.192,0.00,19.7,0.192,0.52,,,0.0,7,,,,,0.29,,0.011,0.2,0.212,5.0,2.509,0.171,,,,,0.0,,,,,,,
62,"""07028""","Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",13.0,1.0 slice,0.16,0.081,,0.0,0.044,,,0.001,0,0.002,0.04,,,,,,,,0.0,,,0.001,,0.003,,0.000,0,0.6,,,0.6,,,,,0,,,,0.741,0.007,0.001,0.049,0.002,,0.0,0,0.001,0.0,0,0.001,,,,58,0.002,0.006,,,,0.0,9.73,0.0,,,,0.000,0.0,0.0,0.035,0.000,0.05,0.21,,0,0.0,0.051,0.000,0.46,,0.000,,,,0.012,123.0,0.0,,,,0.066,60.0,0.4,,,,0.0,,,0,14,,,,,,,,,0.002,0,,,,0.00,8.1,,0.00,8.1,,0.09,0.000,,0.0,3,0.191,0.065,,0.091,,,,0.1,,2.0,0.193,,0.0,0.001,0.007,0.002,0.0,,,,,,,
63,"""07029""","Ham, sliced, regular (approximately 11% fat)",56.0,56.0 grams 1 serving,0.28,0.442,,0.56,0.351,0.552,0.000,,4,,,,0.622,,,,,,,,,,,,0.7,,0,,,,,,,,,0,,9.3,0.0,1.626,0.05,,0.543,0.034,,,,,,,,0.312,,,385,,0.061,3.0,0.57,0.09,,,,0.0,0.381,13.0,,,,0.1,0.000,0.24,2.438,,0,0.006,0.184,,2.07,0.00,,0.4,,,,,,,,,0.387,161.0,3.0,0.306,4.93,0.153,,,,0,92,,0.087,,32.0,0.236,,11.6,0,0.312,4,0.321,1.032,86.0,0.00,45.9,0.290,0.00,45.9,0.290,2.03,,,0.0,16,,,,,0.469,,0.003,0.4,0.375,12.0,2.243,0.267,,,,,0.0,,2.2,,,,,
64,"""42128""","Ham, turkey, sliced, extra lean, prepackaged or deli",138.0,1.0 cup pieces,0.69,1.584,,0.69,0.069,,0.000,,8,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,4.871,0.152,,0.523,0.051,,,,,,,,,,,776,,0.036,,,,,,,,,,,,,0.345,0.000,0.36,1.192,,0,0.015,0.317,,2.3,,0.015,0.0,,,,,,,,,1.271,413.0,6.9,,,,,,,0,185,,,,,,,,0,,8,,,,0.00,81.6,,0.00,81.6,,1.28,,,0.0,3,,,,,,,,0.0,,28.0,0.981,,,,,,0.0,,,,,,,
65,"""07034""","Headcheese, pork",28.0,"1.0 slice (1 oz) (4"" x 4"" x 3/32"" thick)",0.953,0.318,,0.0,0.006,,0.000,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.123,0.034,,0.294,0.037,,,,,,,,,,,184,,0.052,,,,,,,,,,,,,0.032,0.000,0.29,1.568,1.0,0,0.004,0.053,,0.58,,0.000,0.3,,,,,,,,,0.281,9.0,0.8,,,,,,,0,44,,,,,,,,0,,1,,,,0.00,29.1,,0.00,29.1,,0.0,,,0.0,10,,,,,,,,0.3,,3.0,1.408,,,,,,0.0,,,,,,,
66,"""07088""","Honey roll sausage, beef",23.0,"1.0 slice (4"" dia x 1/8"" thick)",0.938,0.113,,,,,0.000,,1,,,,0.349,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.958,0.023,,0.313,0.025,,,,,,,,0.179,,,175,,0.064,0.0,0.51,0.051,,,,,,,,,,0.042,0.000,0.54,1.109,,0,0.005,0.062,,0.92,,0.000,,,,,,,,,,0.087,67.0,,0.233,2.42,0.143,,,,0,42,,0.035,,12.0,0.129,,3.6,0,0.009,1,0.175,0.552,32.0,,,,,,,0.5,,,,,,,,,0.289,,0.005,0.2,0.196,4.0,0.966,0.124,,,,,,,,,,,,
