,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
182,"""09195""","Olives, pickled, canned or bottled, green",2.7,1.0 olive,0.055,0.035,,0.01,0.001,,0.000,,0,,,,,,,0.0,,0.001,,,,,,,0.1,,14,,,,,,,,,0,,,,0.006,0.003,,0.009,0.002,,,,,,,,,,,16,,0.000,,,,,,,0.0,,1.0,,,,0.000,,0.00,0.305,0.0,1,0.0,0.001,,0.12,0.00,,,,,,,,,,,0.033,1.0,,,,,,,,11,4.0,,,,,,,,0,,0.0,,,,0.0,0.4,,0.0,0.4,,0.1,,,0.0,,,,,,,,,0.0,,0.0,0.301,,,,,,0.0,,,0.0,,,,
183,"""09194""","Olives, ripe, canned (jumbo-super colossal)",15.0,1.0 super colossal,0.136,0.088,,0.0,0.000,0.009,,,0,,,,0.006,,,0.0,,0.003,,,,,,,0.4,,76,,,,,,,,,0,,,,0.003,0.034,,0.023,0.006,,,,,,,,0.005,,,51,,0.000,,,,,,,0.0,0.009,14.0,,,,,,0.00,0.761,0.2,3,0.0,0.002,,0.33,0.00,,,,,,,,,,,0.082,1.0,,0.007,1.03,0.008,,,,52,12.0,,,,,0.004,,0.1,,0.003,0.0,0.005,0.114,0,0.0,1.0,0.005,0.0,1.0,0.005,0.84,,,0.0,,,,,,0.012,,0.000,0.0,0.007,1.0,0.749,0.004,,,,,0.0,,0.2,0.0,0.002,,,
184,"""09193""","Olives, ripe, canned (small-extra large)",8.4,1.0 tbsp,0.191,0.053,,0.0,0.000,0.004,,,0,,,,0.003,,,0.0,,0.003,0.0,0.008,0.008,,,0.000,0.1,,43,,,,,,,,,0,,,,0.003,0.021,0.013,0.027,0.000,,,0,,,0.00,,0.002,,,41,,0.000,,,,,,,0.0,0.004,7.0,,,,,,0.00,0.643,0.1,1,0.0,0.001,0.001,0.19,0.00,,,,,,,,,,,0.053,1.0,,0.003,0.92,0.013,,,,28,10.0,,,,,0.002,0.005,0.1,,0.002,0.0,0.003,0.145,0,0.0,0.9,0.003,0.0,0.9,0.003,0.51,,,0.0,,,,,,0.006,,0.000,0.0,0.003,0.0,0.627,0.002,,,,,0.0,,0.1,0.0,0.001,,,
185,"""09207""","Orange juice, canned, unsweetened",249.0,1.0 cup,0.045,0.085,6.05,21.81,0.097,0.032,0.000,,60,,,,0.022,,77.9,,,,,,,,,,0.7,,286,,,,,,,,,0,,,,0.5,0.055,,0.0,0.017,5.65,,,,,,,0.02,,0.00,488,,0.000,,,,,,,,,,,,,0.052,,0.00,0.062,0.2,22,0.0,0.077,,1.07,,0.000,,,,,,,,,0.0,0.067,458.0,,0.107,0.37,0.010,,,,436,117.0,,0.005,,0,0.007,,0.2,0,0.052,60.0,0.017,0.045,42,0.0,15.4,0.032,0.0,15.4,0.032,27.41,,,12.0,0,,,,,0.115,,0.000,0.0,0.025,25.0,0.052,0.007,,,,,0.0,,74.9,,,,0.0,
186,"""09209""","Orange juice, chilled, includes from concentrate",249.0,1.0 cup,0.035,0.075,5.55,20.69,0.115,0.037,0.000,,47,,,,0.05,,,,,,,,,,,,0.7,,67,,,,,,,,,0,,,,0.697,0.105,,0.0,0.017,5.18,,,,,,,0.022,,0.00,505,,0.000,,,,,,,,,,,,,0.097,,0.00,0.055,0.0,5,0.0,0.189,,1.07,,0.000,,,,,,,,,0.0,0.057,443.0,0.5,0.197,0.3,0.007,,,,105,122.0,,0.005,,0,0.01,,0.2,0,0.057,47.0,0.01,0.035,42,0.0,15.4,0.055,0.0,15.4,0.055,28.73,,,20.0,0,,,,,0.199,,0.000,0.0,0.032,27.0,0.045,0.007,0.0,,,,0.0,,83.7,,,,0.0,
187,"""09211""","Orange juice, chilled, includes from concentrate, with added calcium",249.0,1.0 cup,0.035,0.075,5.55,20.69,0.115,0.037,0.000,,47,,,,0.05,,,,,,,,,,,,0.7,,67,,,,,,,,,0,,,,0.697,0.105,,0.0,0.017,5.18,,,,,,,0.022,,0.00,496,,0.000,,,,,,,,,,,,,0.097,,0.00,0.055,0.0,5,0.0,0.189,,1.77,,0.000,,,,,,,,,0.0,0.057,443.0,0.5,0.197,0.3,0.007,,,,105,117.0,,0.005,,0,0.01,,0.2,0,0.057,47.0,0.01,0.035,117,0.0,15.4,0.055,0.0,15.4,0.055,28.06,,,20.0,0,,,,,0.199,,0.000,0.0,0.032,27.0,0.045,0.007,0.0,,,,0.0,,83.7,,,,0.0,
188,"""09210""","Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",249.0,1.0 cup,0.035,0.075,5.55,20.69,0.115,0.037,0.000,,47,,,,0.05,,,,,,,,,,,,0.7,,67,,,,,,,,,0,,,,0.697,0.105,,0.0,0.017,5.18,,,,,,,0.022,,0.00,496,,0.000,,,,,,,,,,,,,0.097,,0.00,0.055,0.0,5,0.0,0.189,,1.77,,0.000,2.5,,,,,,,,0.0,0.057,443.0,0.5,0.197,0.3,0.007,,,,105,117.0,,0.005,,0,0.01,,0.2,0,0.057,47.0,0.01,0.035,117,0.0,15.4,0.055,0.0,15.4,0.055,28.06,,,20.0,100,,,,,0.199,,0.000,2.5,0.032,27.0,0.045,0.007,0.0,,,,0.0,,83.7,,,,0.0,
189,"""09506""","Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",249.0,1.0 cup,0.035,0.075,5.55,20.69,0.115,0.037,0.000,,47,,,,0.05,,,,,,,,,,,,0.7,,67,,,,,,,279,,0,,,,0.697,0.105,,0.0,0.017,5.18,,,,,,,0.022,,0.00,505,,0.000,,,,,,,,,,,,,0.097,,0.00,0.055,0.0,284,0.0,0.189,,1.07,,0.000,,,,,,,,,0.0,0.057,443.0,0.5,0.197,0.3,0.007,,,,1038,122.0,,0.005,,0,0.01,,0.2,0,0.057,47.0,0.01,0.035,42,0.0,15.4,0.055,0.0,15.4,0.055,28.73,,,20.0,105,,,,,0.199,,0.000,2.5,0.032,27.0,0.045,0.007,0.0,,,,0.0,,83.7,,,,0.0,
190,"""09215""","Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water",249.0,1.0 cup,0.037,0.040,,18.48,0.172,,0.000,,47,,,,,,,,,,,,,,,,0.5,,207,,,,,,,,,0,,,,0.68,0.052,,0.005,0.010,,,,,,,,,,,386,,0.002,,,,,,,,,,,,,0.110,,0.00,0.03,0.2,7,0.002,0.162,,1.17,,0.000,,,,,,,,,,0.03,393.0,,,,,,,,164,92.0,,,,,,,,0,,47.0,,,,0.0,12.4,,0.0,12.4,,21.91,,,12.0,0,,,,,,,,0.0,,25.0,0.027,,,,,,0.0,,90.1,,,,,
191,"""09212""","Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added calcium",249.0,1.0 cup,0.037,0.040,,18.48,0.172,,0.000,,47,,,,,,,,,,,,,,,,0.5,,207,,,,,,,,,0,,,,0.68,0.052,,0.005,0.010,,0.000,47,,,,,,,,383,,0.002,,,,,,,,,,,,,0.110,,0.00,0.03,0.2,7,0.002,0.162,,2.02,,0.000,,,,,,,,,,0.03,393.0,,,,,,,,164,92.0,0.000,,,,,,,0,,47.0,,,,0.0,12.4,,0.0,12.4,,21.09,,,12.0,0,,,,,,,,0.0,,25.0,0.027,,,,,,0.0,,90.1,,,,,
192,"""09214""","Orange juice, frozen concentrate, unsweetened, undiluted",262.0,1.0 cup,0.155,0.165,19.78,77.76,0.721,0.139,0.000,,202,0.045,1.57,0.113,0.162,0.000,51.9,0.0,,,0.0,0.383,1.145,,,0.000,2.6,0.000,872,,,,,,,,,0,0.000,6.29,3,2.864,0.155,0.000,0.021,0.045,17.24,0.000,202,,,,,0.105,,0.00,1624,0.000,0.005,,,,0.000,158.69,500,0.0,0.113,100.0,0.000,139,0.005,0.458,,0.00,0.131,1.0,34,0.008,0.681,0.000,4.19,0.00,,,,,0.016,18.0,0.000,,,0.0,0.121,1648.0,1.3,0.985,0.66,0.016,0.000,,40.74,692,388.0,0.000,0.024,,0,0.06,0.000,1.0,0,0.304,202.0,0.079,0.115,160,0.0,52.4,0.207,0.0,52.4,0.207,92.2,0.000,,50.0,0,0.115,0.121,,1.918,0.81,,0.000,0.0,0.121,92.0,0.115,0.052,0.0,,,0.000,0.0,,379.4,0.0,0.026,,0.0,
193,"""09213""","Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",262.0,1.0 cup,0.155,0.165,19.78,77.76,0.721,0.139,0.000,,202,0.045,1.57,0.113,0.162,0.000,51.9,0.0,,,0.0,0.383,1.145,,,0.000,2.6,0.000,872,,,,,,,,,0,0.000,6.29,3,2.864,0.155,0.000,0.021,0.045,17.24,0.000,202,,,,,0.105,,0.00,1614,0.000,0.005,,,,0.000,158.69,500,0.0,0.113,1514.0,0.000,139,0.005,0.458,,0.00,0.131,1.0,34,0.008,0.681,0.000,7.65,0.00,,,,,0.016,18.0,0.000,,,0.0,0.121,1648.0,1.3,0.985,0.66,0.016,0.000,,40.74,692,385.0,0.000,0.024,,0,0.06,0.000,1.0,0,0.304,202.0,0.079,0.115,820,0.0,52.4,0.207,0.0,52.4,0.207,88.71,0.000,,50.0,0,0.115,0.121,,1.918,0.81,,0.000,0.0,0.121,92.0,0.115,0.052,0.0,,,0.000,0.0,,379.4,0.0,0.026,,0.0,
194,"""09206""","Orange juice, raw (Includes foods for USDA's Food Distribution Program)",248.0,1.0 cup,0.06,0.099,,20.83,0.223,0.032,0.000,,74,,,,0.022,,,,,,,,,,,,0.5,,285,,,,,,,,,0,,,,0.992,0.109,,0.002,0.027,,,,,,,,0.02,,,466,,0.002,,,,,,,,,,,,,0.074,,0.00,0.089,0.2,25,0.0,0.099,,0.99,,0.000,,,,,,,,,,0.072,496.0,,0.109,0.5,0.012,,,,496,112.0,,0.005,,0,0.01,,0.2,0,0.035,74.0,0.02,0.052,42,0.0,15.4,0.032,0.0,15.4,0.032,25.79,,,15.0,0,,,,,0.117,,0.000,0.0,0.027,27.0,0.079,0.007,,,,,0.0,,124.0,,,,,
195,"""09216""","Orange peel, raw",6.0,1.0 tbsp,0.001,0.002,,,,,0.000,,2,,,,,,,,,,,,,,,,0.6,,,,,,,,,0,,,,,,0.054,0.006,,0.0,0.001,,,,,,,,,,,24,,0.000,2.0,0.05,,,,,,,,,,,0.005,,0.00,0.002,,1,0.0,0.011,,0.05,,0.000,,,,,,,,,,0.002,13.0,,,,,,,,25,6.0,,,,,,,,0,,2.0,,,,0.0,,,0.0,,,1.5,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,
196,"""09452""",Orange Pineapple Juice Blend,246.0,8.0 fl oz,0.027,0.059,,26.0,0.098,,0.000,,25,,,,,,,,,,,,,,,,0.5,,34,,,,,,,,,0,,,,0.426,0.084,,0.002,0.012,,,,,,,,,,,526,,0.000,,,,,,,,,,,,,0.062,,0.00,0.022,0.2,2,0.0,0.150,,0.86,,0.000,,,,,,,,,,0.047,369.0,,,,,,,,42,125.0,,,,,,,,0,0.930,25.0,,,,0.0,9.3,,0.0,9.3,,30.01,,,7.0,0,,,,,,,,0.0,,25.0,0.020,,,,,,0.0,,100.1,,,,,
197,"""09217""","Orange-grapefruit juice, canned or bottled, unsweetened",247.0,1.0 cup,0.027,0.047,,25.14,0.138,,0.000,,35,,,,,,,,,,,,,,,,0.2,,180,,,,,,,,,0,,,,0.83,0.188,,0.0,0.012,,,,,,,,,,,445,,0.000,,,,,,,,,,,,,0.074,,0.00,0.042,0.2,15,0.0,0.057,,0.96,,0.000,,,,,,,,,,0.035,390.0,,,,,,,,294,106.0,,,,,,,,0,0.042,35.0,,,,0.0,15.3,,0.0,15.3,,25.39,,,10.0,0,,,,,,,,0.0,,25.0,0.037,,,,,,0.0,,71.9,,,,,
198,"""09200""","Oranges, raw, all commercial varieties",180.0,"1.0 cup, sections",0.027,0.045,,16.83,0.157,0.041,0.000,,54,,,,0.085,,,,,,,,,,,,4.3,,232,,,,,,,,,0,,,,0.508,0.081,,0.0,0.013,,,,,,,,0.027,,,355,,0.000,,,,,,,,,,,,,0.072,,0.00,0.041,0.0,20,0.0,0.108,,0.79,,0.000,,,,,,,,,,0.032,326.0,,0.083,0.22,0.005,,,,405,85.0,,0.016,,0,0.029,,0.9,0,0.045,54.0,0.045,0.023,25,0.0,15.1,0.058,0.0,15.1,0.058,21.15,,,20.0,0,,,,,0.117,,0.000,0.0,0.072,18.0,0.036,0.032,,,,,0.0,,95.8,,,,,
199,"""09201""","Oranges, raw, California, valencias",180.0,"1.0 cup sections, without membranes",0.063,0.108,,,,,,,,,,,0.095,,,,,,,,,,,,4.5,,,,,,,,,0,,,,,,0.493,0.067,,0.002,0.029,,,,,,,,0.031,,,369,,0.002,,,,,,,,,,,,,0.072,,0.00,0.099,,22,0.002,0.113,,0.76,,,,,,,,,,,,0.079,322.0,,0.094,0.54,0.013,,,,414,88.0,,0.018,,0,0.032,,,0,0.041,70.0,0.05,0.058,31,,,,,,,21.4,,,,,,,,,0.131,,,0.0,0.079,18.0,0.086,0.036,,,,,,,,,,,,
200,"""09203""","Oranges, raw, Florida",185.0,"1.0 cup sections, without membranes",0.046,0.078,,16.91,0.185,0.031,0.000,,31,,,,0.065,,,,,,,,,,,,4.4,,239,,,,,,,,,0,,,,0.74,0.072,,0.002,0.020,,,,,,,,0.02,,,355,,0.002,,,,,,,,,,,,,0.074,,0.00,0.072,0.0,20,0.0,0.094,,0.76,,0.000,,,,,,,,,,0.057,313.0,,0.065,0.39,0.009,,,,416,85.0,,0.013,,0,0.022,,0.9,0,0.044,31.0,0.035,0.043,22,0.0,15.5,0.044,0.0,15.5,0.044,21.35,,,20.0,0,,,,,0.091,,0.000,0.0,0.056,18.0,0.063,0.024,,,,,0.0,,83.2,,,,,
201,"""09202""","Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",165.0,"1.0 cup sections, without membranes",0.028,0.051,3.71,14.03,0.112,0.048,,,,,,,0.063,,,0.0,,,,,,,,,3.6,,213,,,,,,,0,,,,,,0.701,0.064,,,,,,,,,,,0.03,,0.00,342,,,40.0,0.21,0.017,,,,0.0,0.038,71.0,,,,0.084,,0.00,0.05,0.0,20,,,,0.71,0.00,,,,,,,,0.00,,,0.038,274.0,0.2,0.299,0.25,0.005,,,,408,81.0,,0.015,,0,0.021,,0.0,0,0.048,56.0,0.028,,38,,,,,,,20.69,,,12.0,0,,,,,0.19,,,0.0,0.043,18.0,0.043,0.021,0.0,,,,,,,0.0,0.015,,0.0,
202,"""09205""","Oranges, raw, with peel",170.0,1.0 cup,0.06,0.102,,,,,0.000,,51,,,,0.112,,,,,,,,,,,,7.7,,,,,,,,,,,0,,,,0.85,0.097,,0.002,0.027,,,,,,,,0.036,,,445,,0.002,,,,,,,,,,,,,0.085,,0.00,0.093,,22,0.002,0.158,,1.02,,0.000,,,,,,,,,,0.075,333.0,,0.109,0.51,0.012,,,,425,107.0,,0.02,,0,0.037,,1.2,0,,51.0,0.06,0.054,37,,,,,,,26.35,,,,,,,,,0.153,,0.000,,,,0.082,0.041,,,,,0.0,,120.7,,,,,
203,"""09229""","Papaya nectar, canned",250.0,1.0 cup,0.117,0.087,,34.77,0.015,,0.000,,5,,,,,,,,,,,,,,,,1.5,,62,,,,,,,,,0,,,,0.375,0.033,,0.005,0.070,,,,,,,,,,,595,,0.020,,,,,,,,,,,,,0.010,,0.00,0.102,2.0,45,0.005,0.022,,0.38,,0.000,,,,,,,,,,0.018,78.0,,,,,,,,902,142.0,,,,,,,,0,0.033,5.0,,,,0.0,5.0,,0.0,5.0,,36.27,,,0.0,,,,,,,,,0.0,,8.0,0.048,,,,,,0.0,,7.5,,,,,
204,"""09228""","Papaya, canned, heavy syrup, drained",39.0,1.0 piece,0.105,0.037,2.64,20.36,0.006,,0.000,,,0.005,,,,,,,,,0.0,,,,,0.000,0.6,0.000,2,0.0,,,0.0,,,,,,,,,0.023,0.004,0.000,0.012,0.005,2.75,0.002,,0.000,,,,,,,336,,0.000,,,,0.000,16.9,0,,,,,1,0.0,0.006,0.000,,0.03,0.1,0,0.0,0.006,,0.06,,0.000,,,,0.000,4.0,,0.00,,,0.032,26.0,,,,,0.000,,14.96,2,80.0,0.000,,,,,,,,,,,,,,,,,,,21.77,0.000,,0.0,,0.027,0.032,,0.006,,,,,,,0.027,,0.0,,,0.000,,,,,,,0.0,
205,"""09226""","Papayas, raw",145.0,"1.0 cup 1"" pieces",0.117,0.084,5.41,11.34,0.033,0.023,0.000,,54,,,,0.036,,,0.1,,0.000,,,,,,,2.5,,129,,,,,,,,,0,,,,0.518,0.065,,0.006,0.068,5.93,,,,,,,0.016,,0.00,260,,0.019,,,,,,,0.13,0.026,29.0,,,,0.039,,0.00,0.104,3.8,68,0.003,0.055,,0.57,0.01,0.000,,,,,,,,,0.0,0.016,264.0,,0.014,0.38,0.055,,,,1378,62.0,,0.012,,0,0.007,,0.9,0,0.058,54.0,0.012,0.087,14,0.0,8.8,0.022,0.0,8.8,0.022,15.69,,,3.0,0,,,,,0.014,,0.000,0.0,0.014,30.0,0.049,0.007,,,,,0.0,,88.3,0.01,0.003,0.000,0.0,
206,"""09232""","Passion-fruit juice, purple, raw",247.0,1.0 cup,0.01,0.072,,33.1,0.000,,0.000,,17,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,0,,,,3.606,0.131,,0.002,0.000,,,,,,,,,,,526,,0.000,,,,,,,,,,,,,0.324,,0.00,0.015,1.0,89,0.0,0.124,,0.84,,0.000,,,,,,,,,,0.072,687.0,,,,,,,,1771,126.0,,,,,,,,0,,17.0,,,,0.0,9.9,,0.0,9.9,,33.59,,,0.0,,,,,,,,,0.0,,42.0,0.015,,,,,,0.0,,73.6,,,,,
207,"""09233""","Passion-fruit juice, yellow, raw",247.0,1.0 cup,0.037,0.262,,35.2,0.000,,0.000,,20,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,0,,,,5.533,0.124,,0.01,0.000,,,,,,,,,,,620,,0.000,,,,,,,,,,,,,0.249,,0.00,0.054,1.0,116,0.0,0.148,,1.21,,0.000,,,,,,,,,,0.259,687.0,,,,,,,,2329,148.0,,,,,,,,0,,20.0,,,,0.0,9.9,,0.0,9.9,,35.69,,,86.0,0,,,,,,,,0.0,,42.0,0.054,,,,,,0.0,,45.0,,,,,
208,"""09231""","Passion-fruit, (granadilla), purple, raw",236.0,1.0 cup,0.139,0.970,,26.43,0.000,,0.000,,33,,,,,,,,,,,,,,,,24.5,,0,,,,,,,,,0,,,,3.54,0.203,,0.033,0.002,,,,,,,,,,,958,,0.000,,,,,,,,,,,,,0.307,,0.00,0.203,1.7,151,0.0,0.236,,1.89,,0.000,,,,,,,,,,0.968,821.0,,,,,,,,3002,229.0,,,,,,,,0,,33.0,,,,0.0,17.9,,0.0,17.9,,55.18,,,0.0,,,,,,,,,0.0,,68.0,0.203,,,,,,0.0,,70.8,,,,,
209,"""09407""","Peach nectar, canned, with added ascorbic acid",220.0,1.0 cup,0.493,0.449,11.84,24.55,0.132,,0.000,,2,0.125,1.34,,,,,0.0,,,0.0,,,,,0.000,0.2,0.000,64,,,,,,,0,,,,,,0.44,0.040,0.000,0.068,0.125,11.51,0.000,2,,,,,,,,462,0.000,0.029,,,,0.000,192.02,150,0.0,,13.0,0.000,678,0.013,0.044,,0.00,0.139,,62,0.042,0.081,0.000,0.18,0.00,,,,,0.000,18.0,0.057,0.00,,,0.099,110.0,,,,,0.000,,1.21,1252,110.0,0.000,,,,,,,0,0.031,2.0,,,,,,,,,,26.25,0.000,,0.0,,0.068,0.099,,0.110,,,,0.0,,11.0,0.068,,,,,0.000,,,,0.0,,0.057,0.0,
210,"""09251""","Peach nectar, canned, with sucralose, without added ascorbic acid",258.0,1.0 cup,0.095,0.021,13.21,31.17,0.155,,0.000,,3,0.008,0.75,,,,,,,,0.0,,,,,0.000,0.3,0.000,15,,,,,,,,,0,,,,0.232,0.046,0.000,0.013,0.008,14.09,0.000,3,,,,,,,,531,0.000,0.005,,,,0.000,226.14,10,,,,0.000,498,0.003,0.039,,0.00,0.01,3.1,41,0.008,0.095,0.000,0.18,,0.000,,,,0.000,28.0,0.023,,,0.0,0.013,77.0,,,,,0.000,,3.87,841,126.0,0.000,,,,,,,0,0.028,3.0,,,,0.0,6.2,,0.0,6.2,,29.95,0.000,,0.0,,0.010,0.013,,0.077,,,,0.0,,10.0,0.010,,,,,0.000,0.0,,,,,,0.0,
211,"""09242""","Peaches, canned, extra heavy syrup pack, solids and liquids",262.0,"1.0 cup, halves or slices",0.008,0.037,,,,,,,,,,,0.039,,,,,,,,,,,,2.6,,,,,,,,,0,,,,,,1.362,0.131,,,,,,,,,,,0.047,,,1053,,,,,,,,,,,,,,,0.055,,0.00,0.029,,18,,,,0.66,,,,,,,,,,,,0.037,217.0,,0.052,0.08,,,,,343,252.0,,0.003,,0,0.031,,,0,0.115,8.0,0.034,0.008,29,,,,,,,68.28,,,,,,,,,0.031,,,0.0,0.068,13.0,0.029,0.024,,,,,,,,,,,,
212,"""09239""","Peaches, canned, extra light syrup, solids and liquids (Includes foods for USDA's Food Distribution Program)",247.0,"1.0 cup, halves or slices",0.027,0.119,,,,,,,,,,,0.032,,,,,,,,,,,,2.5,,,,,,,,,0,,,,,,1.976,0.124,,0.002,,,,,,,,,0.04,,,435,,,,,,,,,,,,,,,0.049,,0.00,0.089,,35,,,,0.59,,,,,,,,,,,,0.116,183.0,,0.042,0.25,0.002,,,,667,104.0,,0.002,,0,0.025,,,0,0.116,7.0,0.03,0.022,27,,,,,,,27.42,,,,,,,,,0.025,,,0.0,0.054,12.0,0.089,0.017,,,,,,,,,,,,
213,"""09241""","Peaches, canned, heavy syrup pack, solids and liquids",262.0,1.0 cup,0.026,0.123,,48.84,0.029,0.068,0.000,,8,,,,0.039,,17.8,,,,,,,,,,3.4,,160,,,,,,,,,0,,,,1.609,0.134,,0.003,,,,,,,,,0.047,,,812,,0.000,,,,,,,,,,,,,0.063,,0.00,0.092,4.5,45,0.0,0.050,,0.63,,0.000,,,,,,,,,,0.121,241.0,,0.050,0.26,0.003,,,,870,194.0,,0.003,,0,0.031,,0.8,0,0.118,8.0,0.034,0.024,29,0.0,10.7,0.055,0.0,10.7,0.055,52.24,,,0.0,,,,,,0.031,,0.000,0.0,0.066,13.0,0.092,0.021,,,,,0.0,,7.3,,,,,
214,"""09370""","Peaches, canned, heavy syrup, drained",222.0,1.0 cup,0.029,0.147,7.66,32.55,0.044,0.036,0.000,,20,,,,0.038,,15.1,0.0,,,,,,,,,2.7,,73,,,,,,,,,0,,,,1.387,0.140,,0.0,,12.92,,,,,,,0.02,,3.20,673,,0.000,,,,,,,0.09,0.027,7.0,,,,0.044,,0.00,0.104,5.3,69,0.0,0.029,,0.58,0.00,,,,,,,,,,0.0,0.147,209.0,0.7,0.022,0.4,0.000,,,,1390,160.0,,0.011,,0,0.018,,0.0,0,,20.0,0.022,0.029,27,0.0,8.4,0.040,0.0,8.4,0.040,40.91,,,0.0,,,,,,0.022,,0.000,0.0,0.027,11.0,0.104,0.016,0.0,,,,0.0,,1.6,0.0,0.011,,0.0,
215,"""09238""","Peaches, canned, juice pack, solids and liquids",250.0,1.0 cup,0.01,0.040,,25.68,0.020,0.090,0.000,,8,,,,0.05,,,,,,,,,,,,3.2,,152,,,,,,,,,0,,,,1.455,0.125,,0.0,,,,,,,,,0.062,,,460,,0.000,,,,,,,,,,,,,0.043,,0.00,0.03,4.2,48,0.0,0.048,,0.68,,0.000,,,,,,,,,,0.04,320.0,,0.068,0.07,0.000,,,,952,110.0,,0.005,,0,0.04,,0.8,0,0.120,8.0,0.045,0.007,42,0.0,10.2,0.072,0.0,10.2,0.072,28.93,,,2.0,0,,,,,0.04,,0.000,0.0,0.085,18.0,,0.030,,,,,0.0,,9.0,,,,,
216,"""09240""","Peaches, canned, light syrup pack, solids and liquids",251.0,"1.0 cup, halves or slices",0.008,0.038,,33.26,0.023,0.063,0.000,,8,,,,0.035,,,,,,,,,,,,3.3,,153,,,,,,,,,0,,,,1.488,0.131,,0.0,,,,,,,,,0.045,,,567,,0.000,,,,,,,,,,,,,0.063,,0.00,0.03,4.3,45,0.0,0.048,,0.63,,0.000,,,,,,,,,,0.038,243.0,,0.048,0.08,0.000,,,,889,136.0,,0.003,,0,0.03,,0.8,0,0.115,8.0,0.033,0.008,28,0.0,10.3,0.053,0.0,10.3,0.053,36.52,,,3.0,0,,,,,0.028,,0.000,0.0,0.063,13.0,0.028,0.020,,,,,0.0,,6.0,,,,,
