,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
73,"""06623""","SMART SOUP, Moroccan Chick Pea",283.0,10.0 oz 1 pouch,0.509,,,11.89,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,603,,,,,,,,,,,,,,,,,,,,,,,,2.26,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"""06619""","SMART SOUP, Santa Fe Corn Chowder",283.0,10.0 oz 1 pouch,0.0,,,10.19,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,2.26,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"""06624""","SMART SOUP, Thai Coconut Curry",283.0,10.0 oz 1 pouch,0.99,,,10.47,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,427,,,,,,,,,,,,,,,,,,,,,,,,1.98,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"""06625""","SMART SOUP, Vietnamese Carrot Lemongrass",283.0,10.0 oz 1 pouch,0.99,,,12.45,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,521,,,,,,,,,,,,,,,,,,,,,,,,2.55,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"""06190""","Soup, bean  &  ham, canned, reduced sodium, prepared with water or ready-to-serve",245.0,1.0 cup,0.617,0.659,,7.77,0.137,,0.000,,71,,,,,,,,,,,,,,,,9.8,,88,,,,,,,,,0,,,,0.794,0.201,,0.191,0.098,,,,,,,,,,,828,,0.017,,,,,,,,,,,,,0.071,0.000,0.07,1.017,12.5,86,0.002,0.113,,2.96,,0.000,2.96,,0.000,,,,,,,0.561,387.0,,,,,,,,1720.0,198.0,,,,,,,,0,0.559,71.0,,,,0.00,44.1,,0.00,44.1,,33.47,,,355.0,0,,,,,,,,0.0,,47.0,0.98,,,,,,0.0,,2.7,,,,,
78,"""06731""","Soup, bean with bacon, condensed, single brand",128.0,1.0 serving 1/2 cup,0.769,0.571,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,,,,,,,,,,,,,,,,,,0.956,,,,,,3.2,,,3.2,,,,,,,,,,,,,,,,,,234.0,150.0,,,,,,,,,,,,,,,,,,,,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"""06006""","Soup, bean with frankfurters, canned, condensed",263.0,1.0 cup (8 fl oz),4.234,3.288,,,,,,,,,,,1.362,,,,,,,,,,,,12.1,,,,,,,,,0,,,,,,2.051,0.789,,1.183,0.710,,,,,,,,0.826,,,1562,,0.132,,,,,,,,,,,,,0.129,,0.16,5.470,,87,,,,6.94,,,6.94,,,,,,,,,2.498,955.0,,0.902,13.97,0.289,,,,1741.0,373.0,,0.21,,24.0,0.597,,18.1,0,1.578,63.0,0.976,2.814,331.0,,,,,,,44.05,,,,,,,,,1.049,,,,,,5.076,0.521,,,,,,,,,,,,
80,"""06406""","Soup, bean with frankfurters, canned, prepared with equal volume water",250.0,1.0 cup (8 fl oz),2.125,1.650,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.025,0.395,,0.6,0.350,,,,,,,,0.412,,,785,,0.075,,,,,,,,,,,,,0.065,,0.07,2.725,,42,,,,3.48,,,3.48,,,,,,,,,1.25,478.0,,0.45,6.97,0.15,,,,870.0,188.0,,0.105,,12.0,0.297,,8.5,0,0.787,30.0,0.487,1.4,165.0,,,,,,,22.0,,,,,,,,,0.525,,,,,,2.525,0.260,,,,,,,,,,,,
81,"""06007""","Soup, bean with ham, canned, chunky, ready-to-serve",243.0,1.0 cup (8 fl oz),3.329,0.948,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,,0,,,,,,1.701,0.389,,1.142,0.097,,,,,,,,,,,965,,0.121,,,,,,,,,,,,,0.146,,0.07,3.839,,197,0.024,0.121,,3.69,,,3.69,,,,,,,,,0.875,425.0,,,,,,,,3951.0,231.0,,,,,,,,0,0.705,29.0,,,,,,,,,,27.12,,,,,,,,,,,,,,,3.499,,,,,,,,,,,,,
82,"""06004""","Soup, bean with pork, canned, condensed",130.0,0.5 cup,1.482,1.768,,3.9,0.085,0.629,0.000,,31,,,,0.52,,,,,,,,,,,,7.7,,12,,,,,,,1,,0,,,,0.547,0.39,,0.364,0.429,,,,,,,,0.316,,,702,,0.065,,,,,,,,,,,,,0.033,0.000,0.04,2.106,3.1,44,0.013,0.040,,3.34,,0.000,3.34,,0.000,,,,,,,1.326,488.0,,0.345,5.75,0.091,,,,861.0,168.0,,0.081,,3.0,0.229,,8.3,0,0.650,31.0,0.373,0.91,127.0,0.00,34.7,0.377,0.00,34.7,0.377,22.06,,,153.0,0,,,,,0.4,,0.026,0.0,0.420,43.0,1.976,0.199,,,,,0.0,,1.6,,,,,
83,"""06404""","Soup, bean with pork, canned, prepared with equal volume water",266.0,1.0 serving 1 cup,1.484,1.772,,3.91,0.085,,0.000,,32,,,,,,,,,,,,,,,,7.7,,11,,,,,,,3,,0,,,,0.548,0.404,,0.364,0.431,,,,,,,,,,,702,,0.064,,,,,,,,,,,,,0.032,0.000,0.03,2.109,3.2,45,0.013,0.040,,3.48,,0.000,3.48,,0.000,,,,,,,1.327,391.0,,,,,,,,862.0,168.0,,,,,,,,0,0.652,32.0,,,,0.00,34.8,,0.00,34.8,,22.1,,,154.0,0,,,,,,,,0.0,,45.0,1.979,,,,,,0.0,,1.6,,,,,
84,"""06978""","Soup, beef and mushroom, low sodium, chunk style",251.0,1.0 cup,4.069,0.171,,2.11,0.100,,0.023,,13,,,,,,,,,,,,,,,,0.5,,118,,,,,,,,,0,,,,2.836,0.251,,0.331,0.010,,,,,,,,,,,725,,0.705,,,,,,,,,,,,,0.276,0.000,0.65,0.989,8.8,246,1.737,0.151,,1.31,,0.000,1.31,,0.000,,,,,,,0.156,351.0,,,,,,,,4937.0,173.0,,,,,,,,0,,13.0,,,,0.00,24.3,,0.00,24.3,,24.05,,,1099.0,0,,,,,,,,0.0,,5.0,0.921,,,,,,0.0,,7.5,,,,,
85,"""06749""","Soup, beef and vegetables, canned, ready-to-serve",250.0,1.0 cup,1.018,0.855,0.82,3.12,0.037,,0.000,,22,,,,,,,,,,,,,,,,3.0,,298,,,,,,,,,0,,,,2.445,0.065,,0.333,0.055,0.72,,,,,,,,,,500,,0.075,,,,,,,,,,,,,0.040,0.003,0.42,0.740,15.0,288,0.005,0.315,,3.2,,0.000,3.2,,0.000,,,,,0.013,0.0,0.75,435.0,2.2,,,,,,,5725.0,120.0,,,,,,,,0,0.168,22.0,,,,0.00,28.5,,0.00,28.5,,15.4,,,1320.0,2,,,,,,,,0.0,,25.0,0.677,,,,,,0.0,,9.0,,,,0.0,
86,"""27062""","Soup, beef barley, ready to serve",208.0,1.0 cup,0.684,0.483,0.62,2.54,0.056,,0.000,0.002,23,0.046,0.25,,,,,0.0,0.056,0.008,0.0,,,0.012,,0.000,1.9,0.000,116,,,,,,,,,0,,,,1.941,0.121,0.015,0.187,0.046,0.46,0.012,23,0.004,0.012,23,0.004,,,,449,0.058,0.040,,,,0.010,181.69,0,0.25,,23.0,0.004,289,0.01,0.177,0.002,0.31,0.726,0.8,29,0.000,0.162,0.004,1.96,0.06,0.000,1.96,0.06,0.000,0.042,618.0,0.0,,0.002,0.0,0.416,252.0,,,,,0.010,,1.46,580.0,108.0,0.000,,,,,,,0,0.183,23.0,,,,0.00,18.7,,0.00,18.7,,16.52,0.000,,121.0,0,0.593,0.397,,0.368,,,,0.0,,19.0,0.649,,,0.004,0.008,0.071,0.0,,1.0,0.0,,0.004,0.0,0.008
87,"""06032""","Soup, beef broth bouillon and consomme, canned, condensed",124.0,0.5 cup,0.0,,,0.0,0.021,,0.000,,6,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.719,0.002,,0.0,,,,,,,,,,,,60,,0.000,,,,,,,,,,,,,0.029,0.000,0.17,,,0,0.000,0.025,,2.98,,0.000,2.98,,0.000,,,,,,,0.0,155.0,,,,,,,,0.0,14.0,,,,,,,,0,0.024,6.0,,,,0.00,,,0.00,,,0.4,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,0.9,,,,,
88,"""06008""","Soup, beef broth or bouillon canned, ready-to-serve",240.0,1.0 cup,0.264,0.024,,0.0,0.005,,0.000,,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.872,0.0,,0.096,0.000,,,,,,,,,,,70,,0.024,,,,,,,,,,,,,0.050,0.000,0.17,0.216,,0,0.000,0.024,,2.52,,0.000,2.52,,0.000,,,,,,,0.024,130.0,,,,,,,,0.0,17.0,,,,,,,,0,0.024,5.0,,,,0.00,7.0,,0.00,7.0,,0.1,,,0.0,,,,,,,,,0.0,,5.0,0.192,,,,,,0.0,,,,,,,
89,"""06075""","Soup, beef broth or bouillon, powder, dry",3.6,1.0 cube,0.156,0.012,,0.6,0.003,,0.000,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.161,0.0,,0.061,0.002,,,,,,,,,,,32,,0.012,,,,,,,,,,,,,0.009,0.000,0.04,0.130,0.1,0,0.003,0.007,,1.96,,0.000,1.96,,0.000,,,,,,,0.01,16.0,,,,,,,,0.0,8.0,,,,,,,,0,0.017,1.0,,,,0.00,4.1,,0.00,4.1,,0.63,,,0.0,,,,,,,,,0.0,,2.0,0.116,,,,,,0.0,,,,,,,
90,"""06475""","Soup, beef broth or bouillon, powder, prepared with water",240.0,1.0 serving 1 cup,0.096,0.007,,0.48,0.005,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.118,0.024,,0.036,0.000,,,,,,,,,,,26,,0.007,,,,,,,,,,,,,0.007,0.000,0.02,0.079,,0,0.002,0.007,,1.85,,0.000,1.85,,0.000,,,,,,,0.007,14.0,,,,,,,,0.0,7.0,,,,,,,,,0.014,0.0,,,,0.00,3.4,,0.00,3.4,,0.6,,,0.0,,,,,,,,,0.0,,5.0,0.07,,,,,,0.0,,,,,,,
91,"""06432""","Soup, beef broth, bouillon, consomme, prepared with equal volume water",241.0,1.0 cup (8 fl oz),0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.711,0.246,,0.0,,,,,,,,,,,,120,,0.000,,,,,,,,,,,,,0.029,,0.00,,,0,,,,1.95,,,1.95,,,,,,,,,0.0,154.0,,,,,,,,0.0,29.0,,,,,,,,0,0.366,2.0,,,,,,,,,,1.76,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
92,"""06076""","Soup, beef broth, cubed, dry",3.6,1.0 cube,0.072,0.006,,0.52,0.007,,0.000,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.119,0.0,,0.027,0.001,,,,,,,,,,,26,,0.005,,,,,,,,,,,,,0.009,0.000,0.04,0.060,,0,0.001,0.007,,2.13,,0.000,2.13,,0.000,,,,,,,0.004,15.0,,,,,,,,0.0,6.0,,,,,,,,0,0.014,1.0,,,,0.00,4.1,,0.00,4.1,,0.58,,,0.0,,,,,,,,,0.0,,2.0,0.052,,,,,,0.0,,,,,,,
93,"""06476""","Soup, beef broth, cubed, prepared with water",240.0,1.0 serving 1 cup,0.096,0.007,,0.48,0.005,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.118,0.024,,0.036,0.000,,,,,,,,,,,26,,0.007,,,,,,,,,,,,,0.007,0.000,0.02,0.079,,0,0.002,0.007,,1.85,,0.000,1.85,,0.000,,,,,,,0.007,14.0,,,,,,,,0.0,7.0,,,,,,,,,0.014,0.0,,,,0.00,3.4,,0.00,3.4,,0.6,,,0.0,,,,,,,,,0.0,,5.0,0.07,,,,,,0.0,,,,,,,
94,"""06188""","Soup, beef broth, less/reduced sodium, ready to serve",219.0,1.0 cup,0.092,0.011,0.00,0.44,0.035,,0.000,,4,,0.00,,,,,0.0,0.007,,0.0,,,,,0.000,,,0,,,,,,,,,0,,,,0.898,0.02,0.000,0.022,0.000,0.44,0.002,4,0.000,0.002,4,0.000,,,,55,,0.007,,,,,214.64,0,0.0,,7.0,,0,0.004,0.160,,0.00,0.057,,0,0.000,0.164,,1.27,0.00,,1.27,0.00,,,493.0,0.0,,,0.0,0.009,44.0,,,,,,,0.00,0.0,13.0,,,,,,,,0,0.011,4.0,,,,0.00,6.4,,0.00,6.4,,0.44,0.000,,0.0,,0.044,0.009,,0.142,,,,0.0,,2.0,0.05,,,,0.000,0.007,0.0,,,0.0,,,0.0,
95,"""06147""","Soup, beef mushroom, canned, condensed",126.0,0.5 cup (4 fl oz),1.512,0.126,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,0,,,,,,1.134,0.252,,0.567,0.013,,,,,,,,,,,321,,0.113,,,,,,,,,,,,,0.076,,0.20,1.260,,0,0.025,0.050,,2.9,,,2.9,,,,,,,,,0.088,159.0,,,,,,,,0.0,77.0,,,,,,,,0,0.378,9.0,,,,,,,,,,6.55,,,,,,,,,,,,,,,1.084,,,,,,,,,,,,,
96,"""06547""","Soup, beef mushroom, canned, prepared with equal volume water",244.0,1.0 cup (8 fl oz),1.488,0.122,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0,,,,,,0.954,0.244,,0.561,0.024,,,,,,,,,,,307,,0.122,,,,,,,,,,,,,0.056,,0.20,1.244,,0,0.024,0.049,,2.93,,,2.93,,,,,,,,,0.098,154.0,,,,,,,,0.0,73.0,,,,,,,,0,0.488,10.0,,,,,,,,,,6.34,,,,,,,,,,,,,,,1.074,,,,,,,,,,,,,
97,"""06009""","Soup, beef noodle, canned, condensed",125.0,0.5 cup,1.137,0.487,,2.58,0.069,0.314,0.000,,5,,,,0.261,,,,,,,,,,,,0.8,,5,,,,,,,1,,0,,,,1.061,0.138,,0.388,0.062,,,,,,,,0.154,,,350,,0.062,,,,,,,,,,,,,0.059,0.000,0.20,1.238,2.0,14,0.000,0.037,,2.65,,0.000,2.65,,0.000,,,,,,,0.412,99.0,,0.31,3.08,0.087,,,,252.0,84.0,,0.046,,5.0,0.125,,7.4,15,0.273,19.0,0.186,0.625,46.0,0.00,17.5,0.172,0.00,17.5,0.172,8.95,,,0.0,,,,,,0.198,,0.000,0.0,0.207,6.0,1.087,0.111,,,,,0.0,,0.4,,,,,
98,"""06409""","Soup, beef noodle, canned, prepared with equal volume water",244.0,1.0 cup (8 fl oz),1.11,0.476,,2.51,0.068,,0.000,,5,,,,,,,,,,,,,,,,0.7,,5,,,,,,,,,0,,,,1.037,0.146,,0.378,0.061,,,,,,,,,,,342,,0.061,,,,,,,,,,,,,0.059,0.000,0.20,1.208,2.0,12,0.000,0.037,,2.68,,0.000,2.68,,0.000,,,,,,,0.403,98.0,,,,,,,,246.0,83.0,,,,,,,,15,0.266,20.0,,,,0.00,17.1,,0.00,17.1,,8.74,,,0.0,,,,,,,,,0.0,,7.0,1.061,,,,,,0.0,,0.5,,,,,
99,"""06980""","Soup, beef stroganoff, canned, chunky style, ready-to-serve",240.0,1.0 cup,5.578,0.590,,4.03,0.096,,0.115,,134,,,,,,,,,,,,,,,,1.4,,926,,,,,,,122,,0,,,,,0.24,,1.298,0.113,,,,,,,,,,,984,,0.737,,,,,,,,,,,,,0.216,0.000,0.62,3.734,246.7,202,0.175,0.144,,3.36,,0.000,3.36,,0.000,,,,,,,0.463,336.0,,,,,,,,1968.0,235.0,,,,,,,,24,,161.0,,,,0.00,43.2,,0.00,43.2,,21.6,,,118.0,0,,,,,,,,0.0,,5.0,3.331,,,,,,0.0,,,,,,,
100,"""06002""","Soup, black bean, canned, condensed",257.0,1.0 cup (8 fl oz),0.874,1.054,,6.4,0.108,,0.000,,170,,,,,,,,,,0.0,,,,,,17.5,,93,,,,,,,,,0,,,,1.054,0.771,0.000,0.206,0.257,,0.000,170,,0.000,170,,,,,982,,0.051,,,,,,,,,,,,,0.100,,0.00,1.234,4.6,57,0.000,0.180,,7.97,,0.000,7.97,,0.000,,,,,,,0.797,642.0,,,,,,,,1144.0,234.0,,,,,,,,0,1.285,170.0,,,,0.00,39.8,,0.00,39.8,,39.63,,,206.0,,,,,,,,,,,,1.157,,,,,,0.0,,0.5,,,,,
101,"""06402""","Soup, black bean, canned, prepared with equal volume water",247.0,1.0 cup,0.42,0.506,,3.06,0.052,,0.000,,82,,,,,,,,,,0.0,,,,,,8.4,,44,,,,,,,,,0,,,,0.506,0.383,0.000,0.099,0.124,,0.000,82,,0.000,82,,,,,472,,0.025,,,,,,,,,,,,,0.049,,0.00,0.593,2.2,27,0.000,0.086,,3.95,,0.000,3.95,,0.000,,,,,,,0.383,309.0,,,,,,,,548.0,114.0,,,,,,,,0,0.618,82.0,,,,0.00,19.3,,0.00,19.3,,19.04,,,99.0,0,,,,,,,,0.0,,42.0,0.556,,,,,,0.0,,0.2,,,,,
102,"""06981""","Soup, bouillon cubes and granules, low sodium, dry",2.6,1.0 tsp,0.089,0.117,,0.38,0.003,,0.000,,1,,,,,,,,,,,,,,,,0.0,,7,,,,,,,,,0,,,,0.064,0.0,,0.017,0.003,,,,,,,,,,,48,,0.000,,,,,,,,,,,,,0.011,0.000,0.01,0.139,1.7,1,0.000,0.003,,0.05,,0.000,0.05,,0.000,,,,,,,0.112,8.0,,,,,,,,13.0,11.0,,,,,,,,0,,1.0,,,,0.00,3.0,,0.00,3.0,,1.69,,,2.0,0,,,,,,,,0.0,,1.0,0.121,,,,,,0.0,,0.0,,,,,
103,"""06584""","Soup, broccoli cheese, canned, condensed, commercial",121.0,1.0 serving 1/2 cup,1.936,2.057,,2.57,0.024,,0.008,,48,,,,,,,,,,,,,,,,2.2,,653,,,,,,,36,,0,,,,0.300,0.036,,0.617,0.200,,,,,,,,,,,440,,0.073,,,,,,,,,,,,,0.048,0.000,0.02,2.420,62.7,80,0.012,0.077,,2.78,,0.000,2.78,,0.000,,,,,,,1.857,250.0,,,,,,,,998.0,105.0,,,,,,,,0,,48.0,,,,0.00,22.3,,0.00,22.3,,9.32,,,0.0,,,,,,,,,0.0,,16.0,2.395,,,,,,0.0,,2.4,,,,,
104,"""06011""","Soup, cheese, canned, condensed",124.0,0.5 cup,3.038,0.141,,4.63,0.016,,0.079,,4,,,,,,,,,,,,,,,,2.7,,1,,,,,,,86,,0,,,,0.384,0.124,,0.606,0.055,,,,,,,,,,,424,,0.502,,,,,,,,,,,,,0.130,,0.00,1.342,5.8,86,0.079,0.025,,2.84,,0.000,2.84,,0.000,,,,,,,0.086,46.0,,,,,,,,291.0,102.0,,,,,,,,0,0.248,4.0,,,,0.00,16.5,,0.00,16.5,,14.01,,,0.0,,,,,,,,,0.0,,15.0,1.188,,,,,,0.0,,0.2,,,,,
105,"""06211""","Soup, cheese, canned, prepared with equal volume milk",251.0,1.0 cup,9.111,0.452,,,,,0.251,,10,,,,0.7,,,,,,,,,,,,1.0,,,,,,,,,356,,,,,,0.502,0.141,,1.732,0.176,,,,,,,,0.371,,,966,,1.456,,,,,,,,,,,,,0.334,0.000,0.43,4.091,,359,0.276,0.078,,3.82,,0.000,3.82,,0.000,,,,,,,0.276,341.0,,0.961,14.56,0.402,,,,1242.0,231.0,,0.128,,48.0,0.444,,7.0,0,0.259,10.0,0.567,4.141,251.0,,,,,,,16.24,,,,,,,,,0.309,,0.276,,,,3.489,0.256,,,,,,,,,,,,
106,"""06411""","Soup, cheese, canned, prepared with equal volume water",247.0,1.0 cup (8 fl oz),6.669,0.296,,,,,0.173,,5,,,,0.38,,,,,,,,,,,,1.0,,,,,,,,,289,,,,,,0.398,0.128,,1.26,0.124,,,,,,,,0.19,,,652,,1.062,,,,,,,,,,,,,0.136,,0.00,2.964,,296,0.173,0.025,,2.94,,,2.94,,,,,,,,,0.173,153.0,,0.571,10.47,0.321,,,,1087.0,156.0,,0.072,,30.0,0.249,,4.4,0,0.257,5.0,0.321,3.087,136.0,,,,,,,10.52,,,,,,,,,0.163,,0.198,,,,2.495,0.146,,,,,,,,,,,,
107,"""06024""","Soup, chicken and vegetable, canned, ready-to-serve",255.0,1.0 cup,0.309,0.342,0.69,2.58,0.043,0.324,0.000,,33,0.026,0.61,0.153,0.252,0.000,,0.05,,0.000,0.0,0.801,0.462,,,0.000,2.3,0.000,342,,,,,,,,,0,0.000,5.02,178,2.310,0.059,0.000,0.061,0.026,0.38,0.000,33,,0.000,33,,0.145,,0.00,349,0.000,0.005,,,,0.000,233.78,8,0.18,0.196,36.0,0.000,1306,0.003,0.250,0.000,0.28,0.403,5.6,133,0.000,0.184,,2.37,0.00,,2.37,0.00,,0.038,584.0,0.0,,,0.0,0.306,339.0,,0.212,1.86,0.038,0.000,,1.50,2662.0,84.0,0.000,0.051,6.88,8.0,0.128,0.000,7.7,0,0.143,33.0,0.179,0.24,89.0,0.00,19.6,0.186,0.00,19.6,0.186,11.93,0.000,,571.0,0,0.365,0.306,,0.541,0.281,,0.000,0.0,0.204,20.0,0.365,0.128,,,0.010,0.0,0.0,,,0.0,0.094,,0.0,
108,"""06081""","Soup, chicken broth cubes, dry",4.8,1.0 cube,0.058,0.078,,0.0,0.009,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,0.187,0.0,,0.012,0.002,,,,,,,,,,,40,,0.001,,,,,,,,,,,,,0.018,,0.01,0.092,,0,0.000,0.005,,2.63,,,2.63,,,,,,,,,0.075,18.0,,,,,,,,0.0,10.0,,,,,,,,0,0.018,2.0,,,,,,,,,,1.13,,,0.0,,,,,,,,,,,,0.081,,,,,,,,,,,,,
109,"""06481""","Soup, chicken broth cubes, dry, prepared with water",243.0,1.0 cup (8 fl oz),0.073,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0.250,0.0,,0.024,0.000,,,,,,,,,,,51,,0.000,,,,,,,,,,,,,,,0.02,0.121,,2,,0.000,,3.5,,,3.5,,,,,,,,,0.097,24.0,,,,,,,,17.0,12.0,,,,,,,,0,0.024,2.0,,,,,,,,,,1.51,,,,,,,,,,,,,,,0.097,,,,,,,,,,,,,
110,"""06080""","Soup, chicken broth or bouillon, dry",4.0,1.0 cube,0.137,0.179,,0.69,0.004,,0.000,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.098,0.0,,0.026,0.005,,,,,,,,,,,45,,0.000,,,,,,,,,,,,,0.017,0.000,0.01,0.214,,0,0.000,0.004,,1.97,,0.000,1.97,,0.000,,,,,,,0.173,12.0,,,,,,,,0.0,11.0,,,,,,,,0,0.006,1.0,,,,0.00,4.6,,0.00,4.6,,0.72,,,0.0,,,,,,,,,0.0,,2.0,0.186,,,,,,0.0,,0.0,,,,,
111,"""06480""","Soup, chicken broth or bouillon, dry, prepared with water",241.0,1.0 cup 8 fl oz,0.137,0.178,,0.7,0.005,,0.000,,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.099,0.024,,0.027,0.005,,,,,,,,,,,46,,0.000,,,,,,,,,,,,,0.017,,0.00,0.214,,0,0.000,0.005,,2.22,,0.000,2.22,,0.000,,,,,,,0.174,14.0,,,,,,,,0.0,10.0,,,,,,,,0,0.007,2.0,,,,0.00,4.6,,0.00,4.6,,0.72,,,0.0,,,,,,,,,0.0,,5.0,0.186,,,,,,0.0,,,,,,,
112,"""06013""","Soup, chicken broth, canned, condensed",126.0,0.5 cup (4 fl oz),0.391,0.277,,0.44,0.008,,0.000,,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,2.810,0.126,,0.076,0.013,,,,,,,,,,,164,,0.013,,,,,,,,,,,,,0.058,0.000,0.25,0.592,,0,0.000,0.025,,2.31,,0.000,2.31,,0.000,,,,,,,0.252,214.0,,,,,,,,0.0,39.0,,,,,,,,0,0.252,5.0,,,,0.00,11.8,,0.00,11.8,,0.94,,,0.0,,,,,,,,,0.0,,3.0,0.491,,,,,,0.0,,,,,,,
