,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
269,"""10946""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",113.0,4.0 oz,2.116,0.657,,0.0,0.579,1.761,,,0,0.02,0.26,0.869,1.918,,,,,,0.0,3.301,2.023,0.001,,0.02,,,0,,,,,,,,,0,0.053,20.67,0.0,4.336,0.141,0.015,0.72,0.020,,,0,,,0,,0.928,0.000,,577,0.025,0.071,,,,,,,,,,,,,0.415,0.000,1.01,2.632,,0,0.000,0.575,0.001,1.49,,0.000,0.6,,,,,,,,,0.548,473.0,4.5,0.836,6.06,0.147,,,,0.0,138.0,,0.218,,67,0.786,,32.5,,0.011,0,1.017,1.297,252.0,0.0,86.9,0.894,0.0,86.9,0.894,0.2,,0.016,0.0,24,2.420,0.531,,1.730,1.375,,0.002,0.6,1.080,21.0,2.445,0.893,0.0,,,,0.0,,,,,,,
270,"""10075""","Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",85.0,3.0 oz,4.126,2.366,,0.0,0.373,1.741,0.000,,4,0.092,0.22,0.879,1.881,0.000,,,,,0.0,3.231,1.978,0.0,,0.081,,,0,,,,,,,3,,0,0.074,21.15,0.0,4.512,0.091,0.042,1.317,0.093,,0.001,4,0.013,0.001,4,0.013,0.93,0.002,,837,0.131,0.149,,,,0.023,51.03,0.0,,,,,,,0.274,0.000,0.63,5.247,0.0,3,0.009,0.294,0.000,0.92,,0.000,0.9,0.000,,,,,,,,2.083,303.0,3.5,0.855,12.18,0.257,0.023,,,11.0,200.0,,0.252,,73,0.838,0.020,25.0,0,0.019,4,1.001,2.577,204.0,0.0,87.9,0.883,0.0,87.9,0.883,0.0,,,0.0,38,4.772,2.06,,1.017,1.363,,0.008,0.9,1.070,19.0,4.903,0.860,0.0,,,,0.0,,,,,,,
271,"""10076""","Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted",135.0,"1.0 cup, diced",11.853,3.172,,,,,,,,,,,2.804,,,,,,,,,,,,0.0,,,,,,,,,3,,,,,,5.289,0.15,,3.874,0.095,,,,,,,,1.393,,,1790,,0.405,,,,,,,,,,,,,0.408,,0.96,14.472,,3,0.014,0.470,,1.34,,,,,,,,,,,,2.821,439.0,,1.512,32.41,0.864,,,,11.0,428.0,,0.369,,127,1.04,,45.4,0,0.045,5,1.407,7.317,308.0,,,,,,,0.0,,,,,,,,,2.067,,0.027,,,,13.203,1.166,,,,,,,,,,,,
272,"""10074""","Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",113.0,4.0 oz,4.678,2.796,,0.0,0.661,1.740,,,0,0.111,0.24,0.878,1.88,0.000,,,,,0.0,3.230,1.978,0.0,,0.093,,,0,,,,,,,6,,0,0.073,21.14,0.0,5.105,0.081,0.044,1.502,0.115,,0.002,0,0.011,0.002,0,0.011,0.93,0.003,,911,0.116,0.174,,,,0.023,77.22,0.0,,,,,,,0.278,0.000,0.64,6.065,0.0,6,0.008,0.497,0.000,1.11,,0.000,0.9,0.000,,,,,,,,2.466,467.0,2.8,0.854,14.14,0.296,0.023,,,20.0,218.0,,0.252,,71,0.837,0.019,24.7,,0.011,0,1.001,2.917,226.0,0.0,72.5,0.883,0.0,72.5,0.883,0.0,,,0.0,34,5.549,2.443,,1.149,1.362,,0.008,0.9,1.069,20.0,5.667,0.860,0.0,,,,0.0,,,,,,,
273,"""10078""","Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",85.0,3.0 oz,2.422,1.58,,0.0,0.394,1.873,0.000,,4,0.065,0.25,0.945,2.023,0.000,,,,,0.0,3.475,2.128,0.0,,0.052,,,0,,,,,,,2,,0,0.079,22.75,0.0,4.707,0.093,0.025,0.778,0.065,,0.000,4,0.009,0.000,4,0.009,1.0,0.000,,691,0.111,0.085,,,,0.018,54.05,0.0,,,,,,,0.285,0.000,0.65,3.202,0.0,2,0.004,0.308,0.000,0.98,,0.000,0.8,0.000,,,,,,,,1.371,325.0,3.7,0.92,7.54,0.160,0.018,,,5.0,165.0,,0.271,,74,0.901,0.012,26.5,0,0.020,4,1.077,1.513,216.0,0.0,94.3,0.950,0.0,94.3,0.950,0.0,,,0.0,36,2.882,1.353,,1.080,1.465,,0.003,0.8,1.151,20.0,2.992,0.926,0.0,,,,0.0,,,,,,,
274,"""10079""","Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",85.0,3.0 oz,3.655,1.02,,,,,,,,,,,2.039,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,3.667,0.109,,1.156,0.025,,,,,,,,1.035,,,811,,0.119,,,,,,,,,,,,,0.303,,0.66,5.083,,0,0.000,0.349,,0.9,,,0.8,,,,,,,,,0.884,298.0,,0.911,10.73,0.297,,,,6.0,194.0,,0.288,,81,0.79,,32.7,0,0.035,4,1.062,2.295,210.0,,,,,,,0.0,,,,,,,,,1.41,,0.000,0.8,1.230,17.0,4.624,0.906,,,,,,,,,,,,
275,"""10077""","Pork, fresh, shoulder, arm picnic, separable lean only, raw",113.0,4.0 oz,1.363,0.805,,0.0,0.740,1.885,,,0,0.025,0.19,0.951,2.036,0.000,,,,,0.0,3.497,2.141,0.0,,0.025,,,0,,,,,,,2,,0,0.08,22.89,0.0,5.456,0.082,0.010,0.435,0.025,,,0,,,0,,1.007,0.000,,570,,0.049,,,,0.001,85.33,0.0,,,,,,,0.307,0.000,0.62,1.851,0.0,2,0.000,0.553,,1.19,,0.000,0.7,0.000,,,,,,,,0.672,483.0,3.1,0.925,4.26,0.106,0.001,,,8.0,136.0,,0.272,,70,0.907,0.000,27.1,,0.012,0,1.084,0.869,247.0,0.0,78.6,0.956,0.0,78.6,0.956,0.0,,,0.0,27,1.668,0.67,,1.258,1.476,,0.000,0.7,1.158,23.0,1.718,0.931,0.0,,,,0.0,,,,,,,
276,"""10083""","Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",85.0,3.0 oz,5.924,1.496,,0.0,0.542,1.561,0.000,,4,,,,1.754,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,3.452,0.097,,1.964,0.051,,,,,,,,0.883,,,956,,0.196,,,,,,,,,,,,,0.302,0.000,0.75,7.029,0.0,2,0.009,0.196,,1.05,,0.000,1.1,,,,,,,,,1.317,282.0,2.6,0.852,16.03,0.442,,,,6.0,229.0,,0.241,,73,0.667,,29.2,0,0.010,4,0.9,3.621,167.0,0.0,67.5,0.811,0.0,67.5,0.811,0.0,,,0.0,46,,,,,1.247,,0.009,1.1,1.056,15.0,6.366,0.759,0.0,,,,0.0,,0.6,,,,,
277,"""10087""","Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",85.0,3.0 oz,4.412,1.097,,0.0,0.949,1.652,0.000,,7,,,,1.851,,,,,,,,,,,,,,0,,,,,,,3,,0,,,,4.216,0.103,,1.462,0.043,,,,,,,,0.94,,,825,,0.145,,,,,,,,,,,,,0.34,0.000,0.99,5.389,0.0,3,0.009,0.371,,1.08,,0.000,0.8,,,,,,,,,0.952,363.0,2.7,0.827,12.15,0.349,,,,8.0,197.0,,0.262,,72,0.717,,30.7,0,0.013,7,0.964,2.703,200.0,0.0,70.7,0.850,0.0,70.7,0.850,0.0,,,0.0,35,,,,,1.279,,0.009,0.8,1.117,22.0,4.862,0.822,0.0,,,,0.0,,0.8,,,,,
278,"""10082""","Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",85.0,3.0 oz,5.058,1.241,,0.0,0.591,1.744,0.000,,3,,,,1.955,,,,,,,,,,,,,,0,,,,,,,3,,0,,,,3.46,0.049,,1.674,0.043,,,,,,,,0.993,,,921,,0.170,,,,,,,,,,,,,0.337,0.000,0.9,6.307,0.0,3,0.009,0.235,,0.92,,0.000,1.4,,,,,,,,,1.071,277.0,2.9,0.874,14.12,0.408,,,,8.0,220.0,,0.276,,81,0.757,,30.9,0,0.003,3,1.018,3.103,178.0,0.0,74.7,0.898,0.0,74.7,0.898,0.0,,,0.0,54,,,,,1.352,,0.009,1.4,1.180,18.0,5.67,0.869,0.0,,,,0.0,,0.3,,,,,
279,"""10086""","Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",85.0,3.0 oz,3.783,0.918,,0.0,0.637,1.823,0.000,,4,,,,2.044,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,3.655,0.05,,1.25,0.034,,,,,,,,1.038,,,808,,0.119,,,,,,,,,,,,,0.374,0.000,0.96,4.794,0.0,2,0.009,0.264,,0.94,,0.000,1.0,,,,,,,,,0.782,292.0,3.1,0.913,10.66,0.315,,,,7.0,193.0,,0.289,,80,0.792,,33.4,0,0.008,4,1.064,2.321,187.0,0.0,78.1,0.939,0.0,78.1,0.939,0.0,,,0.0,41,,,,,1.413,,0.009,1.0,1.233,20.0,4.301,0.908,0.0,,,,0.0,,0.3,,,,,
280,"""10071""","Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",135.0,"1.0 cup, diced",10.611,2.768,,0.0,0.784,2.480,0.000,,7,,,,2.796,,,,,,,,,,,,,,0,,,,,,,3,,0,,,,5.388,0.153,,3.496,0.095,,,,,,,,1.399,,,1650,,0.365,,,,,,,,,,,,,0.444,0.000,1.08,12.785,0.0,3,0.014,0.389,,1.5,,0.000,2.0,,,,,,,,,2.457,444.0,4.2,1.431,28.88,0.783,,,,11.0,394.0,,0.375,,122,1.05,,45.1,0,0.030,7,1.419,6.520,286.0,0.0,108.0,1.297,0.0,108.0,1.297,0.0,,,0.0,82,,,,,2.022,,0.014,2.0,1.679,24.0,11.637,1.187,0.0,,,,0.0,,0.7,,,,,
281,"""10070""","Pork, fresh, shoulder, whole, separable lean and fat, raw",113.0,4.0 oz,7.051,2.17,,0.0,0.867,1.537,0.000,,6,,,,1.73,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,4.331,0.095,,2.305,0.147,,,,,,,,0.868,,,1115,,0.249,,,,,,,,,,,,,0.311,0.000,0.84,9.051,0.0,2,0.023,0.393,,0.99,,0.000,1.9,,,,,,,,,1.808,341.0,3.2,0.864,20.33,0.576,,,,8.0,267.0,,0.235,,80,0.654,,28.8,0,0.012,6,0.883,4.384,206.0,0.0,68.5,0.801,0.0,68.5,0.801,0.0,,,0.0,79,,,,,1.241,,0.011,1.9,1.041,20.0,8.306,0.741,0.0,,,,0.0,,0.8,,,,,
282,"""10073""","Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",135.0,"1.0 cup, diced",6.466,1.688,,0.0,0.848,2.743,0.000,,7,,,,3.075,,,,,,,,,,,,,,0,,,,,,,3,,0,,,,5.751,0.167,,2.106,0.054,,,,,,,,1.562,,,1299,,0.216,,,,,,,,,,,,,0.5,0.000,1.16,8.33,0.0,3,0.014,0.428,,1.59,,0.000,1.4,,,,,,,,,1.472,467.0,4.6,1.374,18.28,0.513,,,,9.0,310.0,,0.435,,122,1.192,,50.5,0,0.035,7,1.601,3.996,298.0,0.0,117.5,1.412,0.0,117.5,1.412,0.0,,,0.0,53,,,,,2.126,,0.014,1.4,1.855,27.0,7.546,1.366,,,,,0.0,,0.8,,,,,
283,"""10072""","Pork, fresh, shoulder, whole, separable lean only, raw",28.35,1.0 oz,0.7,0.218,,,,,,,,,,,0.498,,,,,,,,,,,,0.0,,,,,,,,,1,,,,,,1.212,0.027,,0.218,0.009,,,,,,,,0.253,,,175,,0.026,,,,,,,,,,,,,0.089,,0.24,0.916,,1,0.003,0.118,,0.29,,,,,,,,,,,,0.176,97.0,,0.223,2.02,0.065,,,,2.0,42.0,,0.07,,19,0.193,,8.4,0,0.003,1,0.259,0.445,57.0,,,,,,,0.0,,,,,,,,,0.344,,0.003,,,,0.831,0.221,,,,,,,,,,,,
284,"""10089""","Pork, fresh, spareribs, separable lean and fat, cooked, braised",85.0,3.0 oz,9.452,2.321,,0.0,0.347,1.982,0.000,,3,,,,2.221,,,,,,,,,,,,,,0,,,,,,,3,,0,,,,4.654,0.121,,3.247,0.093,,,,,,,,1.128,,,1412,,0.306,,,,,,,,,,,,,0.325,0.000,0.92,11.458,0.0,3,0.009,0.297,,0.95,,0.000,2.2,,,,,,,,,2.133,272.0,3.3,0.992,25.75,0.612,,,,8.0,337.0,,0.314,,103,0.861,,31.8,0,0.012,3,1.157,5.780,222.0,0.0,84.9,1.020,0.0,84.9,1.020,0.0,,,0.0,88,,,,,1.535,,0.009,2.2,1.340,20.0,10.642,0.987,0.0,,,,0.0,,,,,,,
285,"""10940""","Pork, fresh, spareribs, separable lean and fat, cooked, roasted",85.0,3.0 oz,7.856,2.547,,0.0,0.355,1.513,,,0,0.106,0.12,0.746,1.646,,,,,,0.0,2.835,1.737,0.0,,0.082,,,0,,,,,,,,,0,0.046,17.76,0.0,5.188,0.097,0.073,2.643,0.111,,0.003,,0.014,0.003,,0.014,0.797,0.005,,1285,0.118,0.290,,,,0.082,40.89,0.0,,,,,,,0.279,0.000,0.38,9.103,,0,0.018,0.501,0.000,0.7,,0.000,1.9,,,,,,,,,2.254,225.0,2.9,0.718,26.23,0.478,,,,0.0,307.0,,0.187,,89,0.676,0.034,26.0,,,,0.874,4.764,138.0,0.0,60.4,0.768,0.0,60.4,0.768,0.0,,0.082,0.0,75,8.370,2.172,,0.687,1.181,,0.020,1.9,0.928,15.0,8.488,0.767,0.0,,,,0.0,,,,,,,
286,"""10088""","Pork, fresh, spareribs, separable lean and fat, raw",113.0,4.0 oz,8.508,4.467,,0.0,0.360,1.489,,,0,0.092,0.42,0.735,1.622,,,,,,0.0,2.791,1.711,0.0,,0.089,,,0,,,,,,,,,0,0.045,17.48,0.0,5.268,0.09,0.042,2.933,0.092,,,0,,,0,,0.785,0.000,,1310,0.156,0.267,,,,0.095,67.52,0.0,,,,,,,0.284,0.000,0.43,9.652,,0,0.000,0.649,,0.76,,0.000,2.6,,,,,,,,,3.65,273.0,2.5,0.707,26.44,0.599,,,,0.0,313.0,,0.184,,90,0.666,,24.9,,0.011,0,0.86,5.267,159.0,0.0,67.5,0.756,0.0,67.5,0.756,0.0,,0.095,0.0,103,8.759,3.555,,0.706,1.164,,0.000,2.6,0.914,18.0,8.915,0.755,0.0,,,,0.0,,,,,,,
287,"""10097""","Pork, fresh, variety meats and by-products, brain, cooked, braised",85.0,3.0 oz,1.827,1.25,,,,,0.000,,3,,,,0.811,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,2.831,0.224,,0.875,0.102,,,,,,,,0.482,,,490,,0.034,0.0,1.55,0.182,,,,,,,,,,0.19,,1.21,1.462,,0,0.000,0.119,,1.19,,0.000,,,,,,,,,,0.076,166.0,,0.561,8.08,0.111,,,,0.0,117.0,,0.132,,2169,0.433,,15.7,0,0.072,3,0.477,0.901,187.0,,,,,,,0.0,,,,,,,,,0.54,,0.000,,,,0.935,0.277,,,,,,,,,,,,
288,"""10096""","Pork, fresh, variety meats and by-products, brain, raw",28.35,1.0 oz,0.589,0.405,,,,,,,,,,,0.229,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,1.212,0.068,,0.283,0.034,,,,,,,,0.136,,,151,,0.011,,,,,,,,,,,,,0.078,,0.62,0.47,,0,,,,0.32,,,,,,,,,,,,0.026,73.0,,,,,,,,0.0,36.0,,0.037,,622,0.122,,4.5,0,0.027,2,0.135,0.292,80.0,,,,,,,0.0,,,,,,,,,0.153,,,,,,0.303,0.078,,,,,,,,,,,,
289,"""10099""","Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",85.0,3.0 oz,8.092,1.034,,0.0,0.012,,0.000,,1,0.028,0.2,,,,,0.0,,0.113,0.0,,,,,,,,0,,,,,,,,,0,,,,0.074,0.039,0.133,3.302,0.028,,0.000,1,,0.000,1,,,,,829,,0.246,,,,,,,0.03,,21.0,,,,0.039,0.000,0.36,6.012,,0,,0.000,,0.26,0.00,,0.0,,,,,,,,,0.833,12.0,,,,,,,,0.0,198.0,,,,,,,,0,0.076,1,,,,0.0,400.4,,0.0,400.4,,0.0,,,0.0,,,,,,,,,0.0,,8.0,5.586,,,,,,0.0,,,0.0,,0.017,,
290,"""10098""","Pork, fresh, variety meats and by-products, chitterlings, raw",113.0,4.0 oz,8.609,1.125,,0.0,0.023,,0.000,,3,0.032,0.2,,,,,0.0,,0.124,0.0,,,,,,,,0,,,,,,,,,0,,,,0.243,0.086,0.150,3.562,0.032,,0.000,3,,0.000,3,,,,,863,,0.262,,,,,,,0.02,,18.0,,,,0.103,0.000,0.93,6.065,,0,0.000,0.016,,0.23,0.00,,,,,,,,,,,0.903,20.0,,,,,,,,0.0,206.0,,,,,,,,0,0.058,3,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,5.643,,,,,,0.0,,1.2,0.0,,,,
291,"""10101""","Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",111.0,1.0 ear (yield after cooking),4.285,1.276,,,,,,,0,,,,0.813,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.622,0.007,,1.432,0.100,,,,,,,,0.529,,,771,,0.155,0.0,1.67,0.158,,,,,,,,,,0.078,0.000,0.04,5.45,,0,,0.011,,0.44,,0.000,,,,,,,,,,1.121,44.0,,2.125,11.99,0.344,,,,0.0,184.0,,0.034,,100,0.354,,4.9,,0.011,0,0.405,2.686,27.0,,,,,,,0.22,,,,,,,,,1.416,,0.000,,,,5.106,0.212,,,,,,,,,,,,
292,"""10100""","Pork, fresh, variety meats and by-products, ears, frozen, raw",28.35,1.0 oz,1.528,0.456,,,,,,,0,,,,0.298,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.221,0.002,,0.51,0.037,,,,,,,,0.178,,,278,,0.057,0.0,0.68,0.057,,,,,,,,,,0.031,0.000,0.02,1.945,,0,0.003,0.006,,0.17,,0.000,,,,,,,,,,0.4,16.0,,0.807,4.28,0.122,,,,0.0,66.0,,0.012,,23,0.114,,1.2,,0.003,0,0.139,0.958,12.0,,,,,,,0.17,,,,,,,,,0.528,,0.000,,,,1.823,0.076,,,,,,,,,,,,
293,"""10173""","Pork, fresh, variety meats and by-products, feet, cooked, simmered",85.0,3.0 oz,3.692,1.309,,0.0,0.014,,0.000,,2,0.054,0.08,,,,,0.0,,0.137,0.0,,,,,,,,0,,,,,,,,,0,,,,0.497,0.053,0.035,0.93,0.054,,0.000,2,,0.000,2,,,,,848,,0.161,,,,,,,0.03,,0.0,,,,0.048,0.000,0.35,6.804,,0,0.000,0.032,,0.56,0.00,,0.0,,,,,,,,,1.121,28.0,2.5,,,,,,,0.0,202.0,,,,,,,,0,0.015,2,,,,0.0,64.1,,0.0,64.1,,0.0,,,0.0,,,,,,,,,0.0,,4.0,6.147,,,,,,0.0,,,0.03,,0.000,,
294,"""10102""","Pork, fresh, variety meats and by-products, feet, raw",113.0,4.0 oz,4.034,1.234,,0.0,0.029,,0.000,,11,0.049,0.02,,,,,0.0,,0.129,0.0,,,,,,,,0,,,,,,,,,0,,,,1.277,0.079,0.025,1.023,0.049,,0.000,11,0.014,0.000,11,0.014,,,,1005,,0.174,,,,,,,0.0,,79.0,,,,0.12,0.000,0.59,7.107,,0,0.000,0.060,,0.77,0.00,,,,,,,,,,,1.051,71.0,,,,,,,,0.0,240.0,,,,,,,,0,,11,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,6.421,,,,,,0.0,,,0.0,,,,
295,"""10104""","Pork, fresh, variety meats and by-products, heart, cooked, braised",145.0,1.0 cup,1.943,1.885,,,,,0.000,,6,,,,2.83,,,,,,,,,,,,0.0,,,,,,,,,10,,,,,,8.773,0.737,,0.754,0.145,,,,,,,,1.501,,,898,,0.145,0.0,8.45,0.613,,,,,,,,,,2.468,0.000,5.5,1.711,,10,0.014,0.566,,1.45,,0.000,,,,,,,,,,1.291,299.0,,1.576,7.32,0.160,,,,32.0,215.0,,0.394,,320,1.172,,26.5,0,0.106,6,1.649,1.000,258.0,,,,,,,0.58,,,,,,,,,2.3,,0.000,,,,1.522,0.870,,,,,,,,,,,,
296,"""10103""","Pork, fresh, variety meats and by-products, heart, raw",28.35,1.0 oz,0.329,0.318,,0.0,0.174,0.442,0.000,,1,,,,0.405,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,1.918,0.116,,0.128,0.023,,,,,,,,0.215,,,140,,0.023,0.0,1.33,0.088,,,,,,,,,,0.336,0.000,1.07,0.289,,2,0.003,0.111,,0.24,,0.000,,,,,,,,,,0.218,83.0,,0.225,1.24,0.028,,,,7.0,33.0,,0.056,,37,0.168,,2.9,0,0.018,1,0.236,0.167,48.0,0.0,,0.230,0.0,,0.230,0.38,,,0.0,,,,,,0.329,,0.000,,,,0.255,0.124,,,,,0.0,,1.5,,,,,
297,"""10105""","Pork, fresh, variety meats and by-products, jowl, raw",28.35,1.0 oz,7.161,2.299,,0.0,0.109,0.126,0.000,,0,,,,0.15,,,,,,,,,,,,,,0,,,,,,,1,,0,,,,1.286,0.011,,2.534,0.164,,,,,,,,0.06,,,777,,0.249,0.0,0.12,0.016,,,,,,,,,,0.067,0.000,0.23,9.324,,1,0.043,0.026,,0.09,,0.000,,,,,,,,,,2.112,42.0,,0.069,19.73,0.612,,,,3.0,186.0,,0.006,,26,0.029,,0.4,0,0.001,0,0.048,4.321,24.0,0.0,,0.074,0.0,,0.074,0.0,,,0.0,,,,,,0.187,,0.014,,,,8.553,0.020,,,,,0.0,,,,,,,
298,"""10107""","Pork, fresh, variety meats and by-products, kidneys, cooked, braised",140.0,1.0 cup,2.114,0.532,,,,,0.000,,57,,,,2.561,,,,,,,,,,,,0.0,,,,,,,,,109,,,,,,8.099,0.956,,0.84,0.014,,,,,,,,1.474,,,885,,0.070,0.0,7.41,0.780,,,,,,,,,,2.22,0.000,10.91,2.17,,109,0.014,0.644,,1.82,,0.000,,,,,,,,,,0.35,200.0,,2.202,6.58,0.168,,,,364.0,211.0,,0.461,,672,1.28,,436.1,0,0.209,57,1.9,1.190,336.0,,,,,,,0.0,,,,,,,,,2.185,,0.000,,,,1.96,0.854,,,,,,,,,,,,
299,"""10106""","Pork, fresh, variety meats and by-products, kidneys, raw",113.0,4.0 oz,1.175,0.294,,,,,0.000,,47,,,,1.339,,,,,,,,,,,,0.0,,,,,,,,,67,,,,,,9.274,0.703,,0.463,0.011,,,,,,,,0.771,,,472,,0.045,0.0,5.53,0.408,,,,,,,,,,1.918,0.000,9.59,1.209,,67,0.011,0.497,,1.32,,0.000,,,,,,,,,,0.192,259.0,,1.151,3.67,0.102,,,,224.0,113.0,,0.241,,360,0.669,,214.7,0,0.139,47,0.993,0.655,231.0,,,,,,,0.0,,,,,,,,,1.142,,0.000,,,,1.096,0.446,,,,,,,,,,,,
300,"""10109""","Pork, fresh, variety meats and by-products, leaf fat, raw",28.35,1.0 oz,12.823,2.064,,,,,,,0,,,,0.041,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.354,0.003,,4.845,0.266,,,,,,,,0.016,,,1017,,0.388,0.0,0.03,0.004,,,,,,,,,,0.018,0.000,0.07,10.552,,0,0.000,0.009,,0.03,,0.000,,,,,,,,,,1.797,9.0,,0.019,26.69,0.558,,,,0.0,243.0,,0.002,,31,0.008,,2.3,,0.000,0,0.013,7.589,5.0,,,,,,,0.0,,,,,,,,,0.052,,0.000,,,,9.993,0.006,,,,,,,,,,,,
301,"""10111""","Pork, fresh, variety meats and by-products, liver, cooked, braised",85.0,3.0 oz,1.198,0.892,,,,,0.000,,139,,,,1.706,,,,,,,,,,,,0.0,,,,,,,,,4594,,,,,,7.17,0.539,,0.714,0.034,,,,,,,,0.941,,,586,,0.017,0.0,15.23,0.417,,,,,,,,,,1.867,0.000,15.87,0.535,,4594,0.000,0.484,,1.27,,0.034,,,,,,,,,,0.357,128.0,,1.186,3.74,0.025,,,,15297.0,140.0,,0.311,,302,0.754,,57.4,0,0.255,139,1.122,0.451,205.0,,,,,,,3.2,,,,,,,,,1.363,,0.000,,,,0.476,0.602,,,,,,,,,,,,
